SOIL_LANDSCAPE_ID,ERI_1981_VAL,ERI_1981_CLASS,ERI_1981_CLASS_EN,ERI_1981_CLASS_FR,ERI_1986_VAL,ERI_1986_CLASS,ERI_1986_CLASS_EN,ERI_1986_CLASS_FR,ERI_1991_VAL,ERI_1991_CLASS,ERI_1991_CLASS_EN,ERI_1991_CLASS_FR,ERI_1996_VAL,ERI_1996_CLASS,ERI_1996_CLASS_EN,ERI_1996_CLASS_FR,ERI_2001_VAL,ERI_2001_CLASS,ERI_2001_CLASS_EN,ERI_2001_CLASS_FR,ERI_2006_VAL,ERI_2006_CLASS,ERI_2006_CLASS_EN,ERI_2006_CLASS_FR,ERI_2011_VAL,ERI_2011_CLASS,ERI_2011_CLASS_EN,ERI_2011_CLASS_FR,ERI_2016_VAL,ERI_2016_CLASS,ERI_2016_CLASS_EN,ERI_2016_CLASS_FR,ERI_2021_VAL,ERI_2021_CLASS,ERI_2021_CLASS_EN,ERI_2021_CLASS_FR,ERI_81_21_CHG_VAL,ERI_81_21_CHG_CLASS,ERI_81_21_CHG_CLASS_EN,ERI_81_21_CHG_CLASS_FR
244007,2.937,1,Very Low,Très faible,2.877,1,Very Low,Très faible,3.476,1,Very Low,Très faible,1.695,1,Very Low,Très faible,1.337,1,Very Low,Très faible,0.989,1,Very Low,Très faible,0.509,1,Very Low,Très faible,0.414,1,Very Low,Très faible,0.598,1,Very Low,Très faible,-2.339,-1,Decrease,Diminuation
244014,7.188,2,Low,Faible,6.835,2,Low,Faible,7.828,2,Low,Faible,4.123,1,Very Low,Très faible,3.26,1,Very Low,Très faible,2.79,1,Very Low,Très faible,1.048,1,Very Low,Très faible,1.177,1,Very Low,Très faible,1.045,1,Very Low,Très faible,-6.143,-2,Large Decrease,Grande diminuation
244061,2.563,1,Very Low,Très faible,2.53,1,Very Low,Très faible,2.357,1,Very Low,Très faible,2.018,1,Very Low,Très faible,1.514,1,Very Low,Très faible,1.098,1,Very Low,Très faible,0.654,1,Very Low,Très faible,0.723,1,Very Low,Très faible,0.763,1,Very Low,Très faible,-1.8,-1,Decrease,Diminuation
244070,2.823,1,Very Low,Très faible,2.871,1,Very Low,Très faible,2.536,1,Very Low,Très faible,2.196,1,Very Low,Très faible,1.67,1,Very Low,Très faible,1.228,1,Very Low,Très faible,0.758,1,Very Low,Très faible,0.834,1,Very Low,Très faible,0.913,1,Very Low,Très faible,-1.91,-1,Decrease,Diminuation
252025,7.511,2,Low,Faible,6.409,2,Low,Faible,6.478,2,Low,Faible,4.338,1,Very Low,Très faible,3.769,1,Very Low,Très faible,4.888,1,Very Low,Très faible,1.665,1,Very Low,Très faible,1.781,1,Very Low,Très faible,2.891,1,Very Low,Très faible,-4.62,-1,Decrease,Diminuation
371010,18.022,3,Moderate,Moyen,18.316,3,Moderate,Moyen,15.556,3,Moderate,Moyen,18.361,3,Moderate,Moyen,14.118,3,Moderate,Moyen,13.161,3,Moderate,Moyen,13.84,3,Moderate,Moyen,13.132,3,Moderate,Moyen,17.69,3,Moderate,Moyen,-0.331999999999997,0,Little or no change,Peu ou pas de changement
375001,3.669,1,Very Low,Très faible,3.907,1,Very Low,Très faible,3.763,1,Very Low,Très faible,3.85,1,Very Low,Très faible,2.942,1,Very Low,Très faible,4.655,1,Very Low,Très faible,4.84,1,Very Low,Très faible,4.466,1,Very Low,Très faible,4.863,1,Very Low,Très faible,1.194,1,Increase,Augmentation
375002,2.462,1,Very Low,Très faible,2.526,1,Very Low,Très faible,2.302,1,Very Low,Très faible,2.331,1,Very Low,Très faible,2.134,1,Very Low,Très faible,2.032,1,Very Low,Très faible,2.32,1,Very Low,Très faible,2.276,1,Very Low,Très faible,2.643,1,Very Low,Très faible,0.181,0,Little or no change,Peu ou pas de changement
375003,2.799,1,Very Low,Très faible,2.913,1,Very Low,Très faible,3.186,1,Very Low,Très faible,2.999,1,Very Low,Très faible,2.798,1,Very Low,Très faible,2.679,1,Very Low,Très faible,3.387,1,Very Low,Très faible,2.75,1,Very Low,Très faible,3.27,1,Very Low,Très faible,0.471,0,Little or no change,Peu ou pas de changement
375004,1.746,1,Very Low,Très faible,1.802,1,Very Low,Très faible,2.067,1,Very Low,Très faible,2.131,1,Very Low,Très faible,1.906,1,Very Low,Très faible,1.97,1,Very Low,Très faible,2.17,1,Very Low,Très faible,2.084,1,Very Low,Très faible,2.42,1,Very Low,Très faible,0.674,0,Little or no change,Peu ou pas de changement
375005,8.103,2,Low,Faible,8.039,2,Low,Faible,7.431,2,Low,Faible,7.518,2,Low,Faible,6.748,2,Low,Faible,6.336,2,Low,Faible,6.679,2,Low,Faible,6.335,2,Low,Faible,6.802,2,Low,Faible,-1.301,-1,Decrease,Diminuation
375006,2.476,1,Very Low,Très faible,2.57,1,Very Low,Très faible,2.652,1,Very Low,Très faible,2.729,1,Very Low,Très faible,2.414,1,Very Low,Très faible,2.529,1,Very Low,Très faible,2.868,1,Very Low,Très faible,2.637,1,Very Low,Très faible,2.835,1,Very Low,Très faible,0.359,0,Little or no change,Peu ou pas de changement
375007,2.783,1,Very Low,Très faible,2.89,1,Very Low,Très faible,2.742,1,Very Low,Très faible,2.627,1,Very Low,Très faible,2.75,1,Very Low,Très faible,2.52,1,Very Low,Très faible,3.167,1,Very Low,Très faible,2.894,1,Very Low,Très faible,3.031,1,Very Low,Très faible,0.248,0,Little or no change,Peu ou pas de changement
375008,3.258,1,Very Low,Très faible,3.385,1,Very Low,Très faible,3.524,1,Very Low,Très faible,3.69,1,Very Low,Très faible,3.294,1,Very Low,Très faible,3.244,1,Very Low,Très faible,3.769,1,Very Low,Très faible,3.663,1,Very Low,Très faible,4.078,1,Very Low,Très faible,0.82,0,Little or no change,Peu ou pas de changement
375010,2.328,1,Very Low,Très faible,2.452,1,Very Low,Très faible,2.748,1,Very Low,Très faible,2.414,1,Very Low,Très faible,2.595,1,Very Low,Très faible,2.573,1,Very Low,Très faible,2.968,1,Very Low,Très faible,2.404,1,Very Low,Très faible,2.591,1,Very Low,Très faible,0.263,0,Little or no change,Peu ou pas de changement
375011,1.47,1,Very Low,Très faible,1.155,1,Very Low,Très faible,1.182,1,Very Low,Très faible,1.114,1,Very Low,Très faible,0.981,1,Very Low,Très faible,0.961,1,Very Low,Très faible,1.079,1,Very Low,Très faible,0.997,1,Very Low,Très faible,1.286,1,Very Low,Très faible,-0.184,0,Little or no change,Peu ou pas de changement
375013,2.147,1,Very Low,Très faible,1.652,1,Very Low,Très faible,1.453,1,Very Low,Très faible,1.403,1,Very Low,Très faible,0.74,1,Very Low,Très faible,0.848,1,Very Low,Très faible,0.743,1,Very Low,Très faible,1.496,1,Very Low,Très faible,1.934,1,Very Low,Très faible,-0.213,0,Little or no change,Peu ou pas de changement
375014,1.327,1,Very Low,Très faible,1.372,1,Very Low,Très faible,1.414,1,Very Low,Très faible,1.453,1,Very Low,Très faible,1.295,1,Very Low,Très faible,1.262,1,Very Low,Très faible,1.456,1,Very Low,Très faible,1.385,1,Very Low,Très faible,0.426,1,Very Low,Très faible,-0.901,0,Little or no change,Peu ou pas de changement
376004,4.545,1,Very Low,Très faible,4.264,1,Very Low,Très faible,3.35,1,Very Low,Très faible,3.731,1,Very Low,Très faible,3.422,1,Very Low,Très faible,3.595,1,Very Low,Très faible,3.106,1,Very Low,Très faible,4.379,1,Very Low,Très faible,4.542,1,Very Low,Très faible,-0.00300000000000011,0,Little or no change,Peu ou pas de changement
378002,2.282,1,Very Low,Très faible,2.072,1,Very Low,Très faible,2.042,1,Very Low,Très faible,2.111,1,Very Low,Très faible,1.818,1,Very Low,Très faible,1.146,1,Very Low,Très faible,1.582,1,Very Low,Très faible,2.171,1,Very Low,Très faible,2.361,1,Very Low,Très faible,0.0790000000000002,0,Little or no change,Peu ou pas de changement
378003,7.071,2,Low,Faible,6.583,2,Low,Faible,5.828,1,Very Low,Très faible,5.888,1,Very Low,Très faible,4.214,1,Very Low,Très faible,2.416,1,Very Low,Très faible,2.899,1,Very Low,Très faible,2.345,1,Very Low,Très faible,3.358,1,Very Low,Très faible,-3.713,-1,Decrease,Diminuation
379001,1.597,1,Very Low,Très faible,1.619,1,Very Low,Très faible,1.345,1,Very Low,Très faible,1.242,1,Very Low,Très faible,1.07,1,Very Low,Très faible,1.876,1,Very Low,Très faible,1.578,1,Very Low,Très faible,2.231,1,Very Low,Très faible,2.473,1,Very Low,Très faible,0.876,0,Little or no change,Peu ou pas de changement
379002,5.265,1,Very Low,Très faible,4.951,1,Very Low,Très faible,4.342,1,Very Low,Très faible,3.827,1,Very Low,Très faible,3.608,1,Very Low,Très faible,4.497,1,Very Low,Très faible,4.751,1,Very Low,Très faible,5.805,1,Very Low,Très faible,6.567,2,Low,Faible,1.302,1,Increase,Augmentation
379003,3.502,1,Very Low,Très faible,2.984,1,Very Low,Très faible,1.962,1,Very Low,Très faible,1.928,1,Very Low,Très faible,2.414,1,Very Low,Très faible,1.499,1,Very Low,Très faible,1.44,1,Very Low,Très faible,5.158,1,Very Low,Très faible,3.501,1,Very Low,Très faible,-0.00099999999999989,0,Little or no change,Peu ou pas de changement
380001,3.514,1,Very Low,Très faible,3.035,1,Very Low,Très faible,2.366,1,Very Low,Très faible,2.007,1,Very Low,Très faible,2.004,1,Very Low,Très faible,1.333,1,Very Low,Très faible,2.039,1,Very Low,Très faible,2.853,1,Very Low,Très faible,3.851,1,Very Low,Très faible,0.337,0,Little or no change,Peu ou pas de changement
380002,3.051,1,Very Low,Très faible,2.989,1,Very Low,Très faible,2.197,1,Very Low,Très faible,1.804,1,Very Low,Très faible,2.069,1,Very Low,Très faible,1.419,1,Very Low,Très faible,1.757,1,Very Low,Très faible,2.448,1,Very Low,Très faible,2.251,1,Very Low,Très faible,-0.8,0,Little or no change,Peu ou pas de changement
380003,3.048,1,Very Low,Très faible,2.535,1,Very Low,Très faible,2.393,1,Very Low,Très faible,2.373,1,Very Low,Très faible,1.888,1,Very Low,Très faible,1.098,1,Very Low,Très faible,1.373,1,Very Low,Très faible,2.43,1,Very Low,Très faible,3.293,1,Very Low,Très faible,0.245,0,Little or no change,Peu ou pas de changement
380004,4.707,1,Very Low,Très faible,4.08,1,Very Low,Très faible,3.856,1,Very Low,Très faible,3.016,1,Very Low,Très faible,1.735,1,Very Low,Très faible,1.366,1,Very Low,Très faible,2.347,1,Very Low,Très faible,4.974,1,Very Low,Très faible,6.891,2,Low,Faible,2.184,1,Increase,Augmentation
380005,2.843,1,Very Low,Très faible,2.062,1,Very Low,Très faible,1.997,1,Very Low,Très faible,1.702,1,Very Low,Très faible,1.105,1,Very Low,Très faible,1.325,1,Very Low,Très faible,1.326,1,Very Low,Très faible,1.652,1,Very Low,Très faible,2.911,1,Very Low,Très faible,0.0680000000000001,0,Little or no change,Peu ou pas de changement
380006,3.797,1,Very Low,Très faible,2.999,1,Very Low,Très faible,2.761,1,Very Low,Très faible,2.401,1,Very Low,Très faible,1.618,1,Very Low,Très faible,1.321,1,Very Low,Très faible,1.777,1,Very Low,Très faible,3.04,1,Very Low,Très faible,3.14,1,Very Low,Très faible,-0.657,0,Little or no change,Peu ou pas de changement
381002,47.705,5,Very High,Très élevé,45.27,5,Very High,Très élevé,45.924,5,Very High,Très élevé,33.158,5,Very High,Très élevé,30.516,4,High,Élevé,25.081,4,High,Élevé,26.99,4,High,Élevé,32.288,4,High,Élevé,36.96,5,Very High,Très élevé,-10.745,-2,Large Decrease,Grande diminuation
383001,0.827,1,Very Low,Très faible,0.793,1,Very Low,Très faible,0.952,1,Very Low,Très faible,0.795,1,Very Low,Très faible,0.621,1,Very Low,Très faible,0.815,1,Very Low,Très faible,0.752,1,Very Low,Très faible,0.818,1,Very Low,Très faible,0.959,1,Very Low,Très faible,0.132,0,Little or no change,Peu ou pas de changement
383003,10.286,2,Low,Faible,10.475,2,Low,Faible,11.94,3,Moderate,Moyen,9.862,2,Low,Faible,8.961,2,Low,Faible,9.631,2,Low,Faible,9.36,2,Low,Faible,9.97,2,Low,Faible,11.541,3,Moderate,Moyen,1.255,1,Increase,Augmentation
383004,19.967,3,Moderate,Moyen,19.132,3,Moderate,Moyen,22.38,4,High,Élevé,15.607,3,Moderate,Moyen,16.867,3,Moderate,Moyen,18.556,3,Moderate,Moyen,20.115,3,Moderate,Moyen,15.211,3,Moderate,Moyen,17.789,3,Moderate,Moyen,-2.178,-1,Decrease,Diminuation
383005,31.54,4,High,Élevé,28.73,4,High,Élevé,30.148,4,High,Élevé,29.51,4,High,Élevé,32.641,4,High,Élevé,28.073,4,High,Élevé,27.469,4,High,Élevé,24.816,4,High,Élevé,30.007,4,High,Élevé,-1.533,-1,Decrease,Diminuation
386014,2.108,1,Very Low,Très faible,2.017,1,Very Low,Très faible,2.248,1,Very Low,Très faible,1.928,1,Very Low,Très faible,1.879,1,Very Low,Très faible,1.56,1,Very Low,Très faible,0.745,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,1.627,1,Very Low,Très faible,-0.481,0,Little or no change,Peu ou pas de changement
391002,22.512,4,High,Élevé,22.512,4,High,Élevé,22.512,4,High,Élevé,22.512,4,High,Élevé,22.512,4,High,Élevé,21.89,3,Moderate,Moyen,20.672,3,Moderate,Moyen,,0,Not Assessed,Elément non évalué,24.134,4,High,Élevé,1.622,1,Increase,Augmentation
400006,8.75,2,Low,Faible,8.564,2,Low,Faible,5.995,1,Very Low,Très faible,4.03,1,Very Low,Très faible,3.302,1,Very Low,Très faible,5.362,1,Very Low,Très faible,4.082,1,Very Low,Très faible,4.777,1,Very Low,Très faible,12.892,3,Moderate,Moyen,4.142,1,Increase,Augmentation
400008,8.136,2,Low,Faible,7.602,2,Low,Faible,6.711,2,Low,Faible,4.95,1,Very Low,Très faible,4.351,1,Very Low,Très faible,7.965,2,Low,Faible,6.337,2,Low,Faible,11.08,3,Moderate,Moyen,14.214,3,Moderate,Moyen,6.078,2,Large Increase,Grande augmentation
401019,1.385,1,Very Low,Très faible,1.233,1,Very Low,Très faible,1.257,1,Very Low,Très faible,1.005,1,Very Low,Très faible,1.167,1,Very Low,Très faible,1.038,1,Very Low,Très faible,0.706,1,Very Low,Très faible,1.303,1,Very Low,Très faible,1.238,1,Very Low,Très faible,-0.147,0,Little or no change,Peu ou pas de changement
401021,1.958,1,Very Low,Très faible,1.961,1,Very Low,Très faible,1.937,1,Very Low,Très faible,2.026,1,Very Low,Très faible,2.304,1,Very Low,Très faible,2.211,1,Very Low,Très faible,1.729,1,Very Low,Très faible,1.89,1,Very Low,Très faible,1.724,1,Very Low,Très faible,-0.234,0,Little or no change,Peu ou pas de changement
401023,2.029,1,Very Low,Très faible,2.04,1,Very Low,Très faible,2.032,1,Very Low,Très faible,2.116,1,Very Low,Très faible,2.325,1,Very Low,Très faible,2.259,1,Very Low,Très faible,1.977,1,Very Low,Très faible,2.235,1,Very Low,Très faible,2.016,1,Very Low,Très faible,-0.0129999999999999,0,Little or no change,Peu ou pas de changement
401026,8.201,2,Low,Faible,7.852,2,Low,Faible,8.556,2,Low,Faible,6.78,2,Low,Faible,7.901,2,Low,Faible,7.197,2,Low,Faible,6.419,2,Low,Faible,8.906,2,Low,Faible,8.585,2,Low,Faible,0.384,0,Little or no change,Peu ou pas de changement
401035,1.013,1,Very Low,Très faible,0.99,1,Very Low,Très faible,1.399,1,Very Low,Très faible,1.041,1,Very Low,Très faible,1.229,1,Very Low,Très faible,1.461,1,Very Low,Très faible,0.825,1,Very Low,Très faible,0.983,1,Very Low,Très faible,1.187,1,Very Low,Très faible,0.174,0,Little or no change,Peu ou pas de changement
401042,1.347,1,Very Low,Très faible,1.33,1,Very Low,Très faible,1.371,1,Very Low,Très faible,1.298,1,Very Low,Très faible,1.461,1,Very Low,Très faible,1.201,1,Very Low,Très faible,0.971,1,Very Low,Très faible,1.368,1,Very Low,Très faible,2.163,1,Very Low,Très faible,0.816,0,Little or no change,Peu ou pas de changement
401046,1.362,1,Very Low,Très faible,1.163,1,Very Low,Très faible,1.231,1,Very Low,Très faible,1.186,1,Very Low,Très faible,1.24,1,Very Low,Très faible,1.38,1,Very Low,Très faible,0.991,1,Very Low,Très faible,1.327,1,Very Low,Très faible,1.208,1,Very Low,Très faible,-0.154,0,Little or no change,Peu ou pas de changement
401047,1.18,1,Very Low,Très faible,1.211,1,Very Low,Très faible,1.267,1,Very Low,Très faible,1.126,1,Very Low,Très faible,1.282,1,Very Low,Très faible,1.228,1,Very Low,Très faible,1.119,1,Very Low,Très faible,1.249,1,Very Low,Très faible,1.23,1,Very Low,Très faible,0.05,0,Little or no change,Peu ou pas de changement
401050,1.056,1,Very Low,Très faible,0.883,1,Very Low,Très faible,0.919,1,Very Low,Très faible,0.91,1,Very Low,Très faible,1.015,1,Very Low,Très faible,0.967,1,Very Low,Très faible,0.821,1,Very Low,Très faible,0.957,1,Very Low,Très faible,0.897,1,Very Low,Très faible,-0.159,0,Little or no change,Peu ou pas de changement
401051,1.257,1,Very Low,Très faible,1.16,1,Very Low,Très faible,1.164,1,Very Low,Très faible,1.126,1,Very Low,Très faible,1.256,1,Very Low,Très faible,1.304,1,Very Low,Très faible,0.905,1,Very Low,Très faible,1.09,1,Very Low,Très faible,1.127,1,Very Low,Très faible,-0.13,0,Little or no change,Peu ou pas de changement
401053,2.366,1,Very Low,Très faible,1.896,1,Very Low,Très faible,2.072,1,Very Low,Très faible,2.107,1,Very Low,Très faible,2.382,1,Very Low,Très faible,2.36,1,Very Low,Très faible,1.805,1,Very Low,Très faible,2.033,1,Very Low,Très faible,1.888,1,Very Low,Très faible,-0.478,0,Little or no change,Peu ou pas de changement
401055,0.969,1,Very Low,Très faible,0.92,1,Very Low,Très faible,0.873,1,Very Low,Très faible,0.777,1,Very Low,Très faible,1.024,1,Very Low,Très faible,0.975,1,Very Low,Très faible,0.827,1,Very Low,Très faible,0.965,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401056,1.501,1,Very Low,Très faible,1.235,1,Very Low,Très faible,1.446,1,Very Low,Très faible,1.116,1,Very Low,Très faible,1.254,1,Very Low,Très faible,1.113,1,Very Low,Très faible,1.006,1,Very Low,Très faible,1.409,1,Very Low,Très faible,1.338,1,Very Low,Très faible,-0.163,0,Little or no change,Peu ou pas de changement
401058,1.003,1,Very Low,Très faible,0.973,1,Very Low,Très faible,1.067,1,Very Low,Très faible,0.953,1,Very Low,Très faible,1.088,1,Very Low,Très faible,1.051,1,Very Low,Très faible,0.975,1,Very Low,Très faible,1.045,1,Very Low,Très faible,0.965,1,Very Low,Très faible,-0.0379999999999999,0,Little or no change,Peu ou pas de changement
401059,1.383,1,Very Low,Très faible,1.135,1,Very Low,Très faible,1.177,1,Very Low,Très faible,1.245,1,Very Low,Très faible,1.297,1,Very Low,Très faible,1.172,1,Very Low,Très faible,1.08,1,Very Low,Très faible,1.26,1,Very Low,Très faible,0.873,1,Very Low,Très faible,-0.51,0,Little or no change,Peu ou pas de changement
401063,1.144,1,Very Low,Très faible,0.996,1,Very Low,Très faible,1.021,1,Very Low,Très faible,0.828,1,Very Low,Très faible,1.119,1,Very Low,Très faible,1.065,1,Very Low,Très faible,0.906,1,Very Low,Très faible,1.058,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401064,0.969,1,Very Low,Très faible,0.834,1,Very Low,Très faible,0.865,1,Very Low,Très faible,0.986,1,Very Low,Très faible,1.076,1,Very Low,Très faible,0.997,1,Very Low,Très faible,0.965,1,Very Low,Très faible,0.958,1,Very Low,Très faible,0.87,1,Very Low,Très faible,-0.099,0,Little or no change,Peu ou pas de changement
401065,2.973,1,Very Low,Très faible,2.56,1,Very Low,Très faible,2.87,1,Very Low,Très faible,2.307,1,Very Low,Très faible,2.439,1,Very Low,Très faible,2.563,1,Very Low,Très faible,2.15,1,Very Low,Très faible,2.671,1,Very Low,Très faible,2.645,1,Very Low,Très faible,-0.328,0,Little or no change,Peu ou pas de changement
401066,2.684,1,Very Low,Très faible,2.522,1,Very Low,Très faible,2.416,1,Very Low,Très faible,2.296,1,Very Low,Très faible,2.81,1,Very Low,Très faible,2.028,1,Very Low,Très faible,2.138,1,Very Low,Très faible,2.515,1,Very Low,Très faible,2.445,1,Very Low,Très faible,-0.239,0,Little or no change,Peu ou pas de changement
401067,0.873,1,Very Low,Très faible,0.929,1,Very Low,Très faible,0.934,1,Very Low,Très faible,0.972,1,Very Low,Très faible,1.083,1,Very Low,Très faible,1.04,1,Very Low,Très faible,0.784,1,Very Low,Très faible,0.844,1,Very Low,Très faible,0.777,1,Very Low,Très faible,-0.096,0,Little or no change,Peu ou pas de changement
401069,1.021,1,Very Low,Très faible,1.016,1,Very Low,Très faible,1.162,1,Very Low,Très faible,1.001,1,Very Low,Très faible,1.01,1,Very Low,Très faible,0.962,1,Very Low,Très faible,0.816,1,Very Low,Très faible,0.984,1,Very Low,Très faible,0.931,1,Very Low,Très faible,-0.0899999999999999,0,Little or no change,Peu ou pas de changement
401070,2.106,1,Very Low,Très faible,2.068,1,Very Low,Très faible,2.151,1,Very Low,Très faible,2.13,1,Very Low,Très faible,2.377,1,Very Low,Très faible,2.44,1,Very Low,Très faible,1.919,1,Very Low,Très faible,2.239,1,Very Low,Très faible,2.193,1,Very Low,Très faible,0.0870000000000002,0,Little or no change,Peu ou pas de changement
401071,1.186,1,Very Low,Très faible,0.844,1,Very Low,Très faible,0.958,1,Very Low,Très faible,0.881,1,Very Low,Très faible,0.949,1,Very Low,Très faible,1.014,1,Very Low,Très faible,0.78,1,Very Low,Très faible,1.068,1,Very Low,Très faible,0.978,1,Very Low,Très faible,-0.208,0,Little or no change,Peu ou pas de changement
401072,30.562,4,High,Élevé,27.404,4,High,Élevé,27.879,4,High,Élevé,26.718,4,High,Élevé,30.598,4,High,Élevé,27.093,4,High,Élevé,24.918,4,High,Élevé,30.531,4,High,Élevé,27.655,4,High,Élevé,-2.907,-1,Decrease,Diminuation
401073,2.895,1,Very Low,Très faible,2.565,1,Very Low,Très faible,2.665,1,Very Low,Très faible,2.65,1,Very Low,Très faible,2.958,1,Very Low,Très faible,2.815,1,Very Low,Très faible,2.4,1,Very Low,Très faible,2.803,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401074,1.263,1,Very Low,Très faible,1.298,1,Very Low,Très faible,1.537,1,Very Low,Très faible,1.09,1,Very Low,Très faible,1.095,1,Very Low,Très faible,1.028,1,Very Low,Très faible,1.024,1,Very Low,Très faible,1.181,1,Very Low,Très faible,1.417,1,Very Low,Très faible,0.154,0,Little or no change,Peu ou pas de changement
401075,1.428,1,Very Low,Très faible,1.268,1,Very Low,Très faible,1.39,1,Very Low,Très faible,1.294,1,Very Low,Très faible,1.431,1,Very Low,Très faible,1.322,1,Very Low,Très faible,1.085,1,Very Low,Très faible,1.266,1,Very Low,Très faible,1.153,1,Very Low,Très faible,-0.275,0,Little or no change,Peu ou pas de changement
401076,2.578,1,Very Low,Très faible,2.289,1,Very Low,Très faible,2.315,1,Very Low,Très faible,2.424,1,Very Low,Très faible,2.639,1,Very Low,Très faible,2.413,1,Very Low,Très faible,2.033,1,Very Low,Très faible,2.52,1,Very Low,Très faible,2.546,1,Very Low,Très faible,-0.032,0,Little or no change,Peu ou pas de changement
401077,2.823,1,Very Low,Très faible,2.164,1,Very Low,Très faible,2.237,1,Very Low,Très faible,2.875,1,Very Low,Très faible,3.077,1,Very Low,Très faible,2.858,1,Very Low,Très faible,2.025,1,Very Low,Très faible,2.724,1,Very Low,Très faible,3.093,1,Very Low,Très faible,0.27,0,Little or no change,Peu ou pas de changement
401078,2.855,1,Very Low,Très faible,2.513,1,Very Low,Très faible,2.825,1,Very Low,Très faible,2.699,1,Very Low,Très faible,3.092,1,Very Low,Très faible,3.025,1,Very Low,Très faible,2.346,1,Very Low,Très faible,3.207,1,Very Low,Très faible,3.275,1,Very Low,Très faible,0.42,0,Little or no change,Peu ou pas de changement
401083,1.938,1,Very Low,Très faible,1.897,1,Very Low,Très faible,1.997,1,Very Low,Très faible,2.12,1,Very Low,Très faible,2.234,1,Very Low,Très faible,2.076,1,Very Low,Très faible,1.953,1,Very Low,Très faible,2.175,1,Very Low,Très faible,1.963,1,Very Low,Très faible,0.0250000000000001,0,Little or no change,Peu ou pas de changement
401086,2.165,1,Very Low,Très faible,2.059,1,Very Low,Très faible,2.143,1,Very Low,Très faible,2.122,1,Very Low,Très faible,2.367,1,Very Low,Très faible,2.255,1,Very Low,Très faible,1.911,1,Very Low,Très faible,2.23,1,Very Low,Très faible,1.683,1,Very Low,Très faible,-0.482,0,Little or no change,Peu ou pas de changement
401087,1.328,1,Very Low,Très faible,1.14,1,Very Low,Très faible,1.269,1,Very Low,Très faible,1.24,1,Very Low,Très faible,1.349,1,Very Low,Très faible,1.295,1,Very Low,Très faible,1.041,1,Very Low,Très faible,1.49,1,Very Low,Très faible,1.519,1,Very Low,Très faible,0.191,0,Little or no change,Peu ou pas de changement
401090,17.66,3,Moderate,Moyen,17.407,3,Moderate,Moyen,16.295,3,Moderate,Moyen,16.131,3,Moderate,Moyen,17.977,3,Moderate,Moyen,17.127,3,Moderate,Moyen,14.522,3,Moderate,Moyen,16.93,3,Moderate,Moyen,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401094,1.198,1,Very Low,Très faible,1.098,1,Very Low,Très faible,1.117,1,Very Low,Très faible,1.144,1,Very Low,Très faible,1.261,1,Very Low,Très faible,1.141,1,Very Low,Très faible,0.974,1,Very Low,Très faible,1.649,1,Very Low,Très faible,1.035,1,Very Low,Très faible,-0.163,0,Little or no change,Peu ou pas de changement
401095,2.399,1,Very Low,Très faible,2.697,1,Very Low,Très faible,2.766,1,Very Low,Très faible,3.17,1,Very Low,Très faible,3.68,1,Very Low,Très faible,2.579,1,Very Low,Très faible,2.704,1,Very Low,Très faible,3.347,1,Very Low,Très faible,1.921,1,Very Low,Très faible,-0.478,0,Little or no change,Peu ou pas de changement
401096,1.09,1,Very Low,Très faible,1.075,1,Very Low,Très faible,1.076,1,Very Low,Très faible,1.208,1,Very Low,Très faible,1.273,1,Very Low,Très faible,1.171,1,Very Low,Très faible,0.938,1,Very Low,Très faible,1.017,1,Very Low,Très faible,0.907,1,Very Low,Très faible,-0.183,0,Little or no change,Peu ou pas de changement
401097,1.001,1,Very Low,Très faible,1.038,1,Very Low,Très faible,1.196,1,Very Low,Très faible,1.134,1,Very Low,Très faible,1.257,1,Very Low,Très faible,1.156,1,Very Low,Très faible,0.972,1,Very Low,Très faible,1.073,1,Very Low,Très faible,1.041,1,Very Low,Très faible,0.04,0,Little or no change,Peu ou pas de changement
401098,0.884,1,Very Low,Très faible,0.859,1,Very Low,Très faible,0.905,1,Very Low,Très faible,1.063,1,Very Low,Très faible,1.155,1,Very Low,Très faible,1.042,1,Very Low,Très faible,0.735,1,Very Low,Très faible,0.981,1,Very Low,Très faible,1.26,1,Very Low,Très faible,0.376,0,Little or no change,Peu ou pas de changement
401100,1.18,1,Very Low,Très faible,1.04,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,1.139,1,Very Low,Très faible,1.272,1,Very Low,Très faible,1.21,1,Very Low,Très faible,1.033,1,Very Low,Très faible,1.668,1,Very Low,Très faible,1.224,1,Very Low,Très faible,0.044,0,Little or no change,Peu ou pas de changement
401102,2.656,1,Very Low,Très faible,2.841,1,Very Low,Très faible,2.698,1,Very Low,Très faible,3.039,1,Very Low,Très faible,3.406,1,Very Low,Très faible,2.863,1,Very Low,Très faible,2.545,1,Very Low,Très faible,2.759,1,Very Low,Très faible,3.467,1,Very Low,Très faible,0.811,0,Little or no change,Peu ou pas de changement
