SOIL_LANDSCAPE_ID,ERI_1981_VAL,ERI_1981_CLASS,ERI_1981_CLASS_EN,ERI_1981_CLASS_FR,ERI_1986_VAL,ERI_1986_CLASS,ERI_1986_CLASS_EN,ERI_1986_CLASS_FR,ERI_1991_VAL,ERI_1991_CLASS,ERI_1991_CLASS_EN,ERI_1991_CLASS_FR,ERI_1996_VAL,ERI_1996_CLASS,ERI_1996_CLASS_EN,ERI_1996_CLASS_FR,ERI_2001_VAL,ERI_2001_CLASS,ERI_2001_CLASS_EN,ERI_2001_CLASS_FR,ERI_2006_VAL,ERI_2006_CLASS,ERI_2006_CLASS_EN,ERI_2006_CLASS_FR,ERI_2011_VAL,ERI_2011_CLASS,ERI_2011_CLASS_EN,ERI_2011_CLASS_FR,ERI_2016_VAL,ERI_2016_CLASS,ERI_2016_CLASS_EN,ERI_2016_CLASS_FR,ERI_2021_VAL,ERI_2021_CLASS,ERI_2021_CLASS_EN,ERI_2021_CLASS_FR,ERI_81_21_CHG_VAL,ERI_81_21_CHG_CLASS,ERI_81_21_CHG_CLASS_EN,ERI_81_21_CHG_CLASS_FR
678008,2.774,1,Very Low,Très faible,3.023,1,Very Low,Très faible,2.81,1,Very Low,Très faible,2.65,1,Very Low,Très faible,2.319,1,Very Low,Très faible,2.082,1,Very Low,Très faible,1.695,1,Very Low,Très faible,1.696,1,Very Low,Très faible,1.871,1,Very Low,Très faible,-0.903,0,Little or no change,Peu ou pas de changement
678009,2.378,1,Very Low,Très faible,2.295,1,Very Low,Très faible,2.168,1,Very Low,Très faible,2.068,1,Very Low,Très faible,1.778,1,Very Low,Très faible,1.749,1,Very Low,Très faible,1.463,1,Very Low,Très faible,1.461,1,Very Low,Très faible,1.603,1,Very Low,Très faible,-0.775,0,Little or no change,Peu ou pas de changement
678010,14.043,3,Moderate,Moyen,12.715,3,Moderate,Moyen,12.793,3,Moderate,Moyen,11.693,3,Moderate,Moyen,9.962,2,Low,Faible,9.014,2,Low,Faible,7.273,2,Low,Faible,7.454,2,Low,Faible,8.091,2,Low,Faible,-5.952,-1,Decrease,Diminuation
678011,3.097,1,Very Low,Très faible,3.096,1,Very Low,Très faible,2.85,1,Very Low,Très faible,2.507,1,Very Low,Très faible,2.361,1,Very Low,Très faible,2.24,1,Very Low,Très faible,1.799,1,Very Low,Très faible,1.994,1,Very Low,Très faible,2.164,1,Very Low,Très faible,-0.933,0,Little or no change,Peu ou pas de changement
678012,2.354,1,Very Low,Très faible,2.294,1,Very Low,Très faible,2.059,1,Very Low,Très faible,1.894,1,Very Low,Très faible,1.553,1,Very Low,Très faible,1.467,1,Very Low,Très faible,1.277,1,Very Low,Très faible,1.351,1,Very Low,Très faible,1.481,1,Very Low,Très faible,-0.873,0,Little or no change,Peu ou pas de changement
679001,14.998,3,Moderate,Moyen,15.06,3,Moderate,Moyen,13.714,3,Moderate,Moyen,12.635,3,Moderate,Moyen,10.586,2,Low,Faible,8.672,2,Low,Faible,5.963,1,Very Low,Très faible,5.874,1,Very Low,Très faible,6.636,2,Low,Faible,-8.362,-2,Large Decrease,Grande diminuation
680001,3.963,1,Very Low,Très faible,4.145,1,Very Low,Très faible,3.798,1,Very Low,Très faible,3.158,1,Very Low,Très faible,2.969,1,Very Low,Très faible,2.24,1,Very Low,Très faible,1.141,1,Very Low,Très faible,1.537,1,Very Low,Très faible,1.889,1,Very Low,Très faible,-2.074,-1,Decrease,Diminuation
680002,2.346,1,Very Low,Très faible,2.516,1,Very Low,Très faible,2.39,1,Very Low,Très faible,1.855,1,Very Low,Très faible,1.567,1,Very Low,Très faible,1.124,1,Very Low,Très faible,0.813,1,Very Low,Très faible,0.82,1,Very Low,Très faible,0.901,1,Very Low,Très faible,-1.445,-1,Decrease,Diminuation
680003,16.396,3,Moderate,Moyen,16.764,3,Moderate,Moyen,16.223,3,Moderate,Moyen,13.724,3,Moderate,Moyen,11.938,3,Moderate,Moyen,8.62,2,Low,Faible,5.764,1,Very Low,Très faible,5.915,1,Very Low,Très faible,6.373,2,Low,Faible,-10.023,-2,Large Decrease,Grande diminuation
680004,2.221,1,Very Low,Très faible,2.342,1,Very Low,Très faible,2.24,1,Very Low,Très faible,1.942,1,Very Low,Très faible,1.692,1,Very Low,Très faible,1.31,1,Very Low,Très faible,0.981,1,Very Low,Très faible,0.97,1,Very Low,Très faible,1.052,1,Very Low,Très faible,-1.169,-1,Decrease,Diminuation
680005,3.137,1,Very Low,Très faible,3.6,1,Very Low,Très faible,3.426,1,Very Low,Très faible,2.545,1,Very Low,Très faible,2.167,1,Very Low,Très faible,1.489,1,Very Low,Très faible,1.266,1,Very Low,Très faible,1.055,1,Very Low,Très faible,1.142,1,Very Low,Très faible,-1.995,-1,Decrease,Diminuation
680006,6.402,2,Low,Faible,5.614,1,Very Low,Très faible,5.403,1,Very Low,Très faible,4.702,1,Very Low,Très faible,4.175,1,Very Low,Très faible,2.579,1,Very Low,Très faible,1.606,1,Very Low,Très faible,1.9,1,Very Low,Très faible,2.105,1,Very Low,Très faible,-4.297,-1,Decrease,Diminuation
680007,5.26,1,Very Low,Très faible,4.807,1,Very Low,Très faible,4.779,1,Very Low,Très faible,3.386,1,Very Low,Très faible,2.348,1,Very Low,Très faible,1.323,1,Very Low,Très faible,0.959,1,Very Low,Très faible,0.967,1,Very Low,Très faible,1.063,1,Very Low,Très faible,-4.197,-1,Decrease,Diminuation
680008,4.813,1,Very Low,Très faible,5.017,1,Very Low,Très faible,4.474,1,Very Low,Très faible,4.079,1,Very Low,Très faible,4.176,1,Very Low,Très faible,2.876,1,Very Low,Très faible,2.186,1,Very Low,Très faible,1.882,1,Very Low,Très faible,2.062,1,Very Low,Très faible,-2.751,-1,Decrease,Diminuation
680009,16.699,3,Moderate,Moyen,16.473,3,Moderate,Moyen,16.699,3,Moderate,Moyen,13.105,3,Moderate,Moyen,13.428,3,Moderate,Moyen,7.069,2,Low,Faible,5.127,1,Very Low,Très faible,4.781,1,Very Low,Très faible,5.449,1,Very Low,Très faible,-11.25,-2,Large Decrease,Grande diminuation
680010,50.307,5,Very High,Très élevé,49.723,5,Very High,Très élevé,45.02,5,Very High,Très élevé,39.698,5,Very High,Très élevé,34.325,5,Very High,Très élevé,25.018,4,High,Élevé,17.615,3,Moderate,Moyen,15.829,3,Moderate,Moyen,17.54,3,Moderate,Moyen,-32.767,-2,Large Decrease,Grande diminuation
680011,17.333,3,Moderate,Moyen,16.57,3,Moderate,Moyen,16.041,3,Moderate,Moyen,13.166,3,Moderate,Moyen,11.015,3,Moderate,Moyen,5.746,1,Very Low,Très faible,4.206,1,Very Low,Très faible,4.011,1,Very Low,Très faible,4.552,1,Very Low,Très faible,-12.781,-2,Large Decrease,Grande diminuation
680012,3.935,1,Very Low,Très faible,3.387,1,Very Low,Très faible,3.282,1,Very Low,Très faible,2.709,1,Very Low,Très faible,2.039,1,Very Low,Très faible,1.501,1,Very Low,Très faible,1.122,1,Very Low,Très faible,1.106,1,Very Low,Très faible,1.203,1,Very Low,Très faible,-2.732,-1,Decrease,Diminuation
680013,20.205,3,Moderate,Moyen,19.03,3,Moderate,Moyen,18.146,3,Moderate,Moyen,14.632,3,Moderate,Moyen,12.727,3,Moderate,Moyen,8.574,2,Low,Faible,7.041,2,Low,Faible,6.652,2,Low,Faible,7.257,2,Low,Faible,-12.948,-2,Large Decrease,Grande diminuation
680014,3.762,1,Very Low,Très faible,3.495,1,Very Low,Très faible,3.147,1,Very Low,Très faible,2.428,1,Very Low,Très faible,1.89,1,Very Low,Très faible,1.594,1,Very Low,Très faible,1.071,1,Very Low,Très faible,0.915,1,Very Low,Très faible,0.997,1,Very Low,Très faible,-2.765,-1,Decrease,Diminuation
680015,14.506,3,Moderate,Moyen,13.655,3,Moderate,Moyen,13.502,3,Moderate,Moyen,11.102,3,Moderate,Moyen,11.746,3,Moderate,Moyen,7.249,2,Low,Faible,4.6,1,Very Low,Très faible,4.147,1,Very Low,Très faible,4.65,1,Very Low,Très faible,-9.856,-2,Large Decrease,Grande diminuation
681001,3.508,1,Very Low,Très faible,3.649,1,Very Low,Très faible,3.474,1,Very Low,Très faible,3.198,1,Very Low,Très faible,2.607,1,Very Low,Très faible,2.494,1,Very Low,Très faible,1.962,1,Very Low,Très faible,2.294,1,Very Low,Très faible,2.539,1,Very Low,Très faible,-0.969,0,Little or no change,Peu ou pas de changement
681002,2.502,1,Very Low,Très faible,2.525,1,Very Low,Très faible,2.463,1,Very Low,Très faible,2.329,1,Very Low,Très faible,2.01,1,Very Low,Très faible,2.025,1,Very Low,Très faible,1.663,1,Very Low,Très faible,1.628,1,Very Low,Très faible,1.802,1,Very Low,Très faible,-0.7,0,Little or no change,Peu ou pas de changement
681003,3.024,1,Very Low,Très faible,3.303,1,Very Low,Très faible,3.261,1,Very Low,Très faible,2.998,1,Very Low,Très faible,2.538,1,Very Low,Très faible,2.835,1,Very Low,Très faible,2.323,1,Very Low,Très faible,2.243,1,Very Low,Très faible,2.564,1,Very Low,Très faible,-0.46,0,Little or no change,Peu ou pas de changement
681004,2.447,1,Very Low,Très faible,2.324,1,Very Low,Très faible,2.326,1,Very Low,Très faible,2.2,1,Very Low,Très faible,1.826,1,Very Low,Très faible,1.886,1,Very Low,Très faible,1.7,1,Very Low,Très faible,1.686,1,Very Low,Très faible,1.856,1,Very Low,Très faible,-0.591,0,Little or no change,Peu ou pas de changement
681005,2.626,1,Very Low,Très faible,2.58,1,Very Low,Très faible,2.489,1,Very Low,Très faible,2.282,1,Very Low,Très faible,1.822,1,Very Low,Très faible,1.787,1,Very Low,Très faible,1.623,1,Very Low,Très faible,1.585,1,Very Low,Très faible,1.758,1,Very Low,Très faible,-0.868,0,Little or no change,Peu ou pas de changement
681006,2.465,1,Very Low,Très faible,2.465,1,Very Low,Très faible,2.428,1,Very Low,Très faible,2.298,1,Very Low,Très faible,1.914,1,Very Low,Très faible,1.809,1,Very Low,Très faible,1.6,1,Very Low,Très faible,1.537,1,Very Low,Très faible,1.69,1,Very Low,Très faible,-0.775,0,Little or no change,Peu ou pas de changement
682002,8.385,2,Low,Faible,8.266,2,Low,Faible,8.302,2,Low,Faible,6.063,2,Low,Faible,3.725,1,Very Low,Très faible,1.967,1,Very Low,Très faible,1.705,1,Very Low,Très faible,2.197,1,Very Low,Très faible,2.124,1,Very Low,Très faible,-6.261,-2,Large Decrease,Grande diminuation
682006,4.999,1,Very Low,Très faible,4.947,1,Very Low,Très faible,4.801,1,Very Low,Très faible,2.825,1,Very Low,Très faible,1.753,1,Very Low,Très faible,1.045,1,Very Low,Très faible,0.94,1,Very Low,Très faible,1.099,1,Very Low,Très faible,1.068,1,Very Low,Très faible,-3.931,-1,Decrease,Diminuation
682008,8.854,2,Low,Faible,8.251,2,Low,Faible,7.958,2,Low,Faible,6.238,2,Low,Faible,4.025,1,Very Low,Très faible,2.185,1,Very Low,Très faible,2.083,1,Very Low,Très faible,2.488,1,Very Low,Très faible,2.492,1,Very Low,Très faible,-6.362,-2,Large Decrease,Grande diminuation
682009,21.049,3,Moderate,Moyen,20.084,3,Moderate,Moyen,20.045,3,Moderate,Moyen,17.647,3,Moderate,Moyen,10.931,2,Low,Faible,5.614,1,Very Low,Très faible,4.339,1,Very Low,Très faible,5.569,1,Very Low,Très faible,5.594,1,Very Low,Très faible,-15.455,-2,Large Decrease,Grande diminuation
682010,6.105,2,Low,Faible,6.095,2,Low,Faible,5.597,1,Very Low,Très faible,4.588,1,Very Low,Très faible,2.745,1,Very Low,Très faible,1.566,1,Very Low,Très faible,1.523,1,Very Low,Très faible,1.992,1,Very Low,Très faible,1.947,1,Very Low,Très faible,-4.158,-1,Decrease,Diminuation
682014,6.795,2,Low,Faible,7.388,2,Low,Faible,7.326,2,Low,Faible,6.173,2,Low,Faible,3.67,1,Very Low,Très faible,1.771,1,Very Low,Très faible,1.42,1,Very Low,Très faible,1.735,1,Very Low,Très faible,1.735,1,Very Low,Très faible,-5.06,-1,Decrease,Diminuation
683001,5.396,1,Very Low,Très faible,5.914,1,Very Low,Très faible,6.267,2,Low,Faible,5.355,1,Very Low,Très faible,3.661,1,Very Low,Très faible,3.314,1,Very Low,Très faible,2.578,1,Very Low,Très faible,2.685,1,Very Low,Très faible,3.064,1,Very Low,Très faible,-2.332,-1,Decrease,Diminuation
683002,2.706,1,Very Low,Très faible,2.901,1,Very Low,Très faible,2.736,1,Very Low,Très faible,2.282,1,Very Low,Très faible,1.705,1,Very Low,Très faible,1.39,1,Very Low,Très faible,1.186,1,Very Low,Très faible,1.206,1,Very Low,Très faible,1.328,1,Very Low,Très faible,-1.378,-1,Decrease,Diminuation
683003,11.652,3,Moderate,Moyen,12.318,3,Moderate,Moyen,11.41,3,Moderate,Moyen,9.349,2,Low,Faible,6.567,2,Low,Faible,6.112,2,Low,Faible,4.984,1,Very Low,Très faible,5.321,1,Very Low,Très faible,6.029,2,Low,Faible,-5.623,-1,Decrease,Diminuation
684001,1.968,1,Very Low,Très faible,1.946,1,Very Low,Très faible,1.741,1,Very Low,Très faible,1.743,1,Very Low,Très faible,1.446,1,Very Low,Très faible,1.197,1,Very Low,Très faible,1.035,1,Very Low,Très faible,1.115,1,Very Low,Très faible,1.191,1,Very Low,Très faible,-0.777,0,Little or no change,Peu ou pas de changement
684002,7.275,2,Low,Faible,6.906,2,Low,Faible,6.594,2,Low,Faible,6.414,2,Low,Faible,5.847,1,Very Low,Très faible,5.391,1,Very Low,Très faible,4.879,1,Very Low,Très faible,4.623,1,Very Low,Très faible,5.055,1,Very Low,Très faible,-2.22,-1,Decrease,Diminuation
684003,3.148,1,Very Low,Très faible,3.05,1,Very Low,Très faible,2.967,1,Very Low,Très faible,2.809,1,Very Low,Très faible,2.344,1,Very Low,Très faible,2.42,1,Very Low,Très faible,2.189,1,Very Low,Très faible,2.239,1,Very Low,Très faible,2.456,1,Very Low,Très faible,-0.692,0,Little or no change,Peu ou pas de changement
684004,2.009,1,Very Low,Très faible,1.954,1,Very Low,Très faible,1.78,1,Very Low,Très faible,1.771,1,Very Low,Très faible,1.417,1,Very Low,Très faible,1.397,1,Very Low,Très faible,1.278,1,Very Low,Très faible,1.116,1,Very Low,Très faible,1.218,1,Very Low,Très faible,-0.791,0,Little or no change,Peu ou pas de changement
684005,13.863,3,Moderate,Moyen,13.379,3,Moderate,Moyen,12.256,3,Moderate,Moyen,12.151,3,Moderate,Moyen,11.04,3,Moderate,Moyen,9.789,2,Low,Faible,8.778,2,Low,Faible,8.596,2,Low,Faible,9.431,2,Low,Faible,-4.432,-1,Decrease,Diminuation
684006,12.867,3,Moderate,Moyen,12.391,3,Moderate,Moyen,11.945,3,Moderate,Moyen,11.883,3,Moderate,Moyen,11.07,3,Moderate,Moyen,9.797,2,Low,Faible,9.274,2,Low,Faible,7.773,2,Low,Faible,8.564,2,Low,Faible,-4.303,-1,Decrease,Diminuation
684007,7.2,2,Low,Faible,6.719,2,Low,Faible,6.647,2,Low,Faible,6.472,2,Low,Faible,5.773,1,Very Low,Très faible,5.286,1,Very Low,Très faible,4.865,1,Very Low,Très faible,4.496,1,Very Low,Très faible,4.952,1,Very Low,Très faible,-2.248,-1,Decrease,Diminuation
684008,13.067,3,Moderate,Moyen,12.741,3,Moderate,Moyen,12.174,3,Moderate,Moyen,12.113,3,Moderate,Moyen,10.86,2,Low,Faible,9.014,2,Low,Faible,8.02,2,Low,Faible,6.689,2,Low,Faible,7.518,2,Low,Faible,-5.549,-1,Decrease,Diminuation
684009,24.579,4,High,Élevé,22.589,4,High,Élevé,22.597,4,High,Élevé,21.919,3,Moderate,Moyen,19.57,3,Moderate,Moyen,17.885,3,Moderate,Moyen,15.765,3,Moderate,Moyen,13.476,3,Moderate,Moyen,15.525,3,Moderate,Moyen,-9.054,-2,Large Decrease,Grande diminuation
684010,28.845,4,High,Élevé,26.998,4,High,Élevé,27.533,4,High,Élevé,26.769,4,High,Élevé,23.172,4,High,Élevé,21.333,3,Moderate,Moyen,18.142,3,Moderate,Moyen,16.278,3,Moderate,Moyen,18.118,3,Moderate,Moyen,-10.727,-2,Large Decrease,Grande diminuation
684011,2.224,1,Very Low,Très faible,1.951,1,Very Low,Très faible,1.93,1,Very Low,Très faible,1.799,1,Very Low,Très faible,1.551,1,Very Low,Très faible,1.562,1,Very Low,Très faible,1.44,1,Very Low,Très faible,1.209,1,Very Low,Très faible,1.354,1,Very Low,Très faible,-0.87,0,Little or no change,Peu ou pas de changement
684012,60.181,5,Very High,Très élevé,55.349,5,Very High,Très élevé,55.127,5,Very High,Très élevé,54.015,5,Very High,Très élevé,54.108,5,Very High,Très élevé,45.86,5,Very High,Très élevé,38.478,5,Very High,Très élevé,34.346,5,Very High,Très élevé,37.904,5,Very High,Très élevé,-22.277,-2,Large Decrease,Grande diminuation
685001,3.142,1,Very Low,Très faible,2.917,1,Very Low,Très faible,2.916,1,Very Low,Très faible,2.439,1,Very Low,Très faible,1.592,1,Very Low,Très faible,1.074,1,Very Low,Très faible,0.95,1,Very Low,Très faible,1.019,1,Very Low,Très faible,1.038,1,Very Low,Très faible,-2.104,-1,Decrease,Diminuation
685002,3.718,1,Very Low,Très faible,3.729,1,Very Low,Très faible,3.735,1,Very Low,Très faible,3.255,1,Very Low,Très faible,2.05,1,Very Low,Très faible,1.243,1,Very Low,Très faible,0.888,1,Very Low,Très faible,1.34,1,Very Low,Très faible,1.354,1,Very Low,Très faible,-2.364,-1,Decrease,Diminuation
685003,14.103,3,Moderate,Moyen,13.136,3,Moderate,Moyen,12.736,3,Moderate,Moyen,11.206,3,Moderate,Moyen,6.776,2,Low,Faible,4.541,1,Very Low,Très faible,4.691,1,Very Low,Très faible,4.941,1,Very Low,Très faible,4.872,1,Very Low,Très faible,-9.231,-2,Large Decrease,Grande diminuation
685004,4.482,1,Very Low,Très faible,5.176,1,Very Low,Très faible,5.037,1,Very Low,Très faible,4.4,1,Very Low,Très faible,2.638,1,Very Low,Très faible,1.366,1,Very Low,Très faible,1.134,1,Very Low,Très faible,1.552,1,Very Low,Très faible,1.508,1,Very Low,Très faible,-2.974,-1,Decrease,Diminuation
685005,3.355,1,Very Low,Très faible,3.233,1,Very Low,Très faible,3.286,1,Very Low,Très faible,2.985,1,Very Low,Très faible,1.809,1,Very Low,Très faible,1.069,1,Very Low,Très faible,0.779,1,Very Low,Très faible,0.886,1,Very Low,Très faible,0.873,1,Very Low,Très faible,-2.482,-1,Decrease,Diminuation
686001,15.116,3,Moderate,Moyen,15.942,3,Moderate,Moyen,12.891,3,Moderate,Moyen,10.052,2,Low,Faible,8.125,2,Low,Faible,6.637,2,Low,Faible,4.954,1,Very Low,Très faible,5.971,1,Very Low,Très faible,6.897,2,Low,Faible,-8.219,-2,Large Decrease,Grande diminuation
686002,14.478,3,Moderate,Moyen,15.003,3,Moderate,Moyen,12.243,3,Moderate,Moyen,11.587,3,Moderate,Moyen,9.518,2,Low,Faible,5.924,1,Very Low,Très faible,5.055,1,Very Low,Très faible,6.156,2,Low,Faible,6.673,2,Low,Faible,-7.805,-2,Large Decrease,Grande diminuation
686003,16.44,3,Moderate,Moyen,16.429,3,Moderate,Moyen,16.582,3,Moderate,Moyen,13.44,3,Moderate,Moyen,10.772,2,Low,Faible,6.682,2,Low,Faible,4.878,1,Very Low,Très faible,5.758,1,Very Low,Très faible,6.637,2,Low,Faible,-9.803,-2,Large Decrease,Grande diminuation
686004,18.968,3,Moderate,Moyen,19.234,3,Moderate,Moyen,19.074,3,Moderate,Moyen,15.933,3,Moderate,Moyen,13.857,3,Moderate,Moyen,10.032,2,Low,Faible,8.723,2,Low,Faible,9.284,2,Low,Faible,10.176,2,Low,Faible,-8.792,-2,Large Decrease,Grande diminuation
686006,7.945,2,Low,Faible,7.73,2,Low,Faible,7.804,2,Low,Faible,6.518,2,Low,Faible,5.004,1,Very Low,Très faible,3.692,1,Very Low,Très faible,2.87,1,Very Low,Très faible,3.434,1,Very Low,Très faible,3.751,1,Very Low,Très faible,-4.194,-1,Decrease,Diminuation
687001,2.831,1,Very Low,Très faible,2.974,1,Very Low,Très faible,2.718,1,Very Low,Très faible,1.965,1,Very Low,Très faible,1.455,1,Very Low,Très faible,1.192,1,Very Low,Très faible,0.679,1,Very Low,Très faible,0.831,1,Very Low,Très faible,0.903,1,Very Low,Très faible,-1.928,-1,Decrease,Diminuation
687002,11.007,3,Moderate,Moyen,12.628,3,Moderate,Moyen,12.829,3,Moderate,Moyen,8.507,2,Low,Faible,6.584,2,Low,Faible,4.668,1,Very Low,Très faible,3.179,1,Very Low,Très faible,3.575,1,Very Low,Très faible,3.83,1,Very Low,Très faible,-7.177,-2,Large Decrease,Grande diminuation
687003,28.99,4,High,Élevé,30.339,4,High,Élevé,28.787,4,High,Élevé,21.007,3,Moderate,Moyen,16.055,3,Moderate,Moyen,11.815,3,Moderate,Moyen,8.619,2,Low,Faible,9.099,2,Low,Faible,9.391,2,Low,Faible,-19.599,-2,Large Decrease,Grande diminuation
687004,16.269,3,Moderate,Moyen,17.364,3,Moderate,Moyen,16.593,3,Moderate,Moyen,12.528,3,Moderate,Moyen,10.133,2,Low,Faible,7.142,2,Low,Faible,5.348,1,Very Low,Très faible,5.224,1,Very Low,Très faible,5.385,1,Very Low,Très faible,-10.884,-2,Large Decrease,Grande diminuation
687005,19.964,3,Moderate,Moyen,19.045,3,Moderate,Moyen,18.237,3,Moderate,Moyen,13.299,3,Moderate,Moyen,10.515,2,Low,Faible,7.089,2,Low,Faible,5.486,1,Very Low,Très faible,5.83,1,Very Low,Très faible,5.975,1,Very Low,Très faible,-13.989,-2,Large Decrease,Grande diminuation
687006,7.215,2,Low,Faible,7,2,Low,Faible,7.336,2,Low,Faible,4.663,1,Very Low,Très faible,3.71,1,Very Low,Très faible,2.313,1,Very Low,Très faible,1.753,1,Very Low,Très faible,2.416,1,Very Low,Très faible,2.341,1,Very Low,Très faible,-4.874,-1,Decrease,Diminuation
687007,20.779,3,Moderate,Moyen,19.811,3,Moderate,Moyen,18.544,3,Moderate,Moyen,13.181,3,Moderate,Moyen,10.624,2,Low,Faible,7.132,2,Low,Faible,5.352,1,Very Low,Très faible,5.825,1,Very Low,Très faible,5.95,1,Very Low,Très faible,-14.829,-2,Large Decrease,Grande diminuation
687008,20.197,3,Moderate,Moyen,19.231,3,Moderate,Moyen,18.258,3,Moderate,Moyen,13.324,3,Moderate,Moyen,10.303,2,Low,Faible,6.304,2,Low,Faible,4.973,1,Very Low,Très faible,5.277,1,Very Low,Très faible,5.088,1,Very Low,Très faible,-15.109,-2,Large Decrease,Grande diminuation
687009,18.857,3,Moderate,Moyen,18.181,3,Moderate,Moyen,17.153,3,Moderate,Moyen,12.719,3,Moderate,Moyen,10.263,2,Low,Faible,7.211,2,Low,Faible,5.639,1,Very Low,Très faible,5.767,1,Very Low,Très faible,5.908,1,Very Low,Très faible,-12.949,-2,Large Decrease,Grande diminuation
687010,9.173,2,Low,Faible,8.911,2,Low,Faible,8.782,2,Low,Faible,6.322,2,Low,Faible,4.904,1,Very Low,Très faible,3.565,1,Very Low,Très faible,2.684,1,Very Low,Très faible,2.79,1,Very Low,Très faible,2.828,1,Very Low,Très faible,-6.345,-2,Large Decrease,Grande diminuation
687011,19.257,3,Moderate,Moyen,18.221,3,Moderate,Moyen,17.632,3,Moderate,Moyen,13.056,3,Moderate,Moyen,10.207,2,Low,Faible,7.262,2,Low,Faible,5.642,1,Very Low,Très faible,5.665,1,Very Low,Très faible,5.805,1,Very Low,Très faible,-13.452,-2,Large Decrease,Grande diminuation
687012,10.652,2,Low,Faible,10.948,2,Low,Faible,10.692,2,Low,Faible,7.606,2,Low,Faible,6.042,2,Low,Faible,4.54,1,Very Low,Très faible,3.386,1,Very Low,Très faible,3.154,1,Very Low,Très faible,3.179,1,Very Low,Très faible,-7.473,-2,Large Decrease,Grande diminuation
688001,28.23,4,High,Élevé,27.708,4,High,Élevé,27.206,4,High,Élevé,20.934,3,Moderate,Moyen,12.608,3,Moderate,Moyen,11.114,3,Moderate,Moyen,7.036,2,Low,Faible,7.543,2,Low,Faible,8.49,2,Low,Faible,-19.74,-2,Large Decrease,Grande diminuation
688002,31.771,4,High,Élevé,31.764,4,High,Élevé,30.785,4,High,Élevé,24.769,4,High,Élevé,16.092,3,Moderate,Moyen,13.605,3,Moderate,Moyen,8.594,2,Low,Faible,9.187,2,Low,Faible,10.433,2,Low,Faible,-21.338,-2,Large Decrease,Grande diminuation
688003,17.617,3,Moderate,Moyen,17.595,3,Moderate,Moyen,16.956,3,Moderate,Moyen,13.717,3,Moderate,Moyen,9.044,2,Low,Faible,7.435,2,Low,Faible,4.62,1,Very Low,Très faible,4.87,1,Very Low,Très faible,5.616,1,Very Low,Très faible,-12.001,-2,Large Decrease,Grande diminuation
688004,4.82,1,Very Low,Très faible,5.689,1,Very Low,Très faible,5.726,1,Very Low,Très faible,4.555,1,Very Low,Très faible,2.895,1,Very Low,Très faible,2.59,1,Very Low,Très faible,1.532,1,Very Low,Très faible,1.732,1,Very Low,Très faible,1.959,1,Very Low,Très faible,-2.861,-1,Decrease,Diminuation
689001,21.821,3,Moderate,Moyen,21.493,3,Moderate,Moyen,19.987,3,Moderate,Moyen,16.04,3,Moderate,Moyen,13.322,3,Moderate,Moyen,9.047,2,Low,Faible,7.755,2,Low,Faible,7.764,2,Low,Faible,8.219,2,Low,Faible,-13.602,-2,Large Decrease,Grande diminuation
689002,5.439,1,Very Low,Très faible,5.925,1,Very Low,Très faible,5.136,1,Very Low,Très faible,3.412,1,Very Low,Très faible,2.367,1,Very Low,Très faible,1.844,1,Very Low,Très faible,1.069,1,Very Low,Très faible,1.498,1,Very Low,Très faible,1.621,1,Very Low,Très faible,-3.818,-1,Decrease,Diminuation
689003,3.617,1,Very Low,Très faible,4.858,1,Very Low,Très faible,4.544,1,Very Low,Très faible,3.296,1,Very Low,Très faible,2.12,1,Very Low,Très faible,0.991,1,Very Low,Très faible,1.559,1,Very Low,Très faible,1.389,1,Very Low,Très faible,1.322,1,Very Low,Très faible,-2.295,-1,Decrease,Diminuation
689004,4.255,1,Very Low,Très faible,5.028,1,Very Low,Très faible,4.835,1,Very Low,Très faible,3.466,1,Very Low,Très faible,2.92,1,Very Low,Très faible,1.982,1,Very Low,Très faible,1.965,1,Very Low,Très faible,2.113,1,Very Low,Très faible,0.565,1,Very Low,Très faible,-3.69,-1,Decrease,Diminuation
689007,14.954,3,Moderate,Moyen,14.428,3,Moderate,Moyen,13.458,3,Moderate,Moyen,10.763,2,Low,Faible,9.342,2,Low,Faible,7.184,2,Low,Faible,5.981,1,Very Low,Très faible,5.967,1,Very Low,Très faible,6.11,2,Low,Faible,-8.844,-2,Large Decrease,Grande diminuation
689009,13.643,3,Moderate,Moyen,13.259,3,Moderate,Moyen,12.411,3,Moderate,Moyen,10.359,2,Low,Faible,8.83,2,Low,Faible,5.851,1,Very Low,Très faible,4.857,1,Very Low,Très faible,4.803,1,Very Low,Très faible,5.057,1,Very Low,Très faible,-8.586,-2,Large Decrease,Grande diminuation
689011,13.448,3,Moderate,Moyen,13.345,3,Moderate,Moyen,12.807,3,Moderate,Moyen,10.348,2,Low,Faible,9.194,2,Low,Faible,6.362,2,Low,Faible,5.362,1,Very Low,Très faible,5.454,1,Very Low,Très faible,5.59,1,Very Low,Très faible,-7.858,-2,Large Decrease,Grande diminuation
689013,20.221,3,Moderate,Moyen,19.537,3,Moderate,Moyen,18.179,3,Moderate,Moyen,14.706,3,Moderate,Moyen,13.18,3,Moderate,Moyen,9.946,2,Low,Faible,8.222,2,Low,Faible,8.114,2,Low,Faible,8.292,2,Low,Faible,-11.929,-2,Large Decrease,Grande diminuation
