Erosion_Value1N,Erosion_Value2N,Erosion_Value3N,Erosion_Value4N
-0.005390972,0.069496796,0.01753584,0.0107696615
0.008260876,0.07022233,0.034210358,0.01631194
-0.0068320036,0.06943236,0.015756045,0.01020145
-0.002354741,0.06963502,0.021281872,0.011970248
-0.006044209,0.06946485,0.01673356,0.010508265
-0.0009377003,0.06969927,0.023030553,0.012530204
-0.0038609207,0.069563225,0.019428823,0.011370178
-0.0038807392,0.06956546,0.019399319,0.011366721
0.00465402,0.07003288,0.029801343,0.014850672
0.050157636,0.07255556,0.08521107,0.03346845
-0.005939901,0.06946902,0.016863082,0.010548707
-0.0051963925,0.069502965,0.017780159,0.010842856
-0.005382657,0.069495216,0.01754931,0.010770228
-0.0058010817,0.06947698,0.017031703,0.010605868
-0.005428672,0.06949936,0.017482433,0.010760661
-0.0053549707,0.06949751,0.017581735,0.010782596
-0.0057659745,0.06947769,0.017076466,0.010618504
0.0015284121,0.069858894,0.02599636,0.013570901
0.0017730892,0.069873676,0.026292358,0.013672646
0.00018411875,0.0697854,0.02435783,0.01302233
-0.0058024824,0.06947614,0.017031226,0.010604199
-0.0058994293,0.06947105,0.016912732,0.010565009
-0.0010317564,0.06971525,0.02288178,0.012521055
0.010671705,0.07036157,0.037137005,0.017306086
-0.0013914108,0.06968589,0.022459004,0.012360927
-0.005495131,0.06948833,0.017413292,0.010723349
-0.00023669004,0.06975998,0.023848806,0.012847241
-0.0043871403,0.06954022,0.018778,0.01116341
-0.0066348314,0.06944035,0.0160009,0.010277923
-0.0065259933,0.06944497,0.016135726,0.01032057
-0.0058535635,0.06947382,0.016968165,0.010584023
-0.00045487285,0.06973173,0.023609314,0.012735661
-4.6133995e-05,0.069763765,0.024091814,0.012915846
0.0014208257,0.06983076,0.025901351,0.013496246
0.004507005,0.07000534,0.029653821,0.014763799
0.0017563105,0.069854155,0.026302073,0.013640162
0.0023107529,0.06988953,0.026969824,0.013873395
-0.0058171153,0.06947337,0.017016564,0.010595586
-0.0034279227,0.0695893,0.019952748,0.011550214
0.0008059144,0.069809094,0.025132451,0.013261881
0.0051555037,0.070032135,0.030458245,0.015016433
0.0015073419,0.069825605,0.026022825,0.0135179125
0.00039762259,0.0697899,0.024629686,0.013099607
0.06403834,0.07376827,0.10139492,0.039760377
0.0008190274,0.06981169,0.025145385,0.013269749
-0.00594908,0.069469914,0.016849611,0.010546919
9.948015e-05,0.06977384,0.024265919,0.012978133
-0.0059505105,0.06947003,0.016847525,0.010546621
0.0025582314,0.06990869,0.027262244,0.013982173
0.0011274219,0.06983335,0.025513563,0.0134022795
0.0044548213,0.07000826,0.029580746,0.014750417
-0.00059077144,0.06974356,0.02341244,0.012706842
0.01616764,0.070645586,0.043862972,0.01952618
0.0034834743,0.069940224,0.028420959,0.014333453
-0.005946696,0.06946944,0.016853485,0.010546979
-0.005845517,0.06947316,0.016979847,0.010585811
-0.00070875883,0.06973304,0.02327517,0.012653049
0.0029517412,0.06991787,0.02776197,0.014125701
0.0022256374,0.069898084,0.026844535,0.013856944
0.00186342,0.06987645,0.026405964,0.013706561
-0.00396204,0.069561616,0.019299183,0.011334296
-0.005900234,0.06947221,0.016909871,0.010566261
0.0001001358,0.06977387,0.024266753,0.012978461
-0.00014650822,0.06976308,0.023961697,0.0128815435
-0.006551057,0.06944485,0.016103182,0.010312077
-0.0003299117,0.0697542,0.023736272,0.012808289
-0.0014173985,0.069692,0.022415135,0.012360748
-0.0015166104,0.06967129,0.022318993,0.012299117
-0.0006478429,0.06972812,0.023362909,0.01266652
-0.0064454675,0.069448784,0.016234908,0.010352578
0.002342254,0.06988309,0.027021322,0.013874944
-0.0063238144,0.06945054,0.016391072,0.010395464
-0.0054995418,0.0694869,0.017409835,0.010719892
0.00033402443,0.069781855,0.02455965,0.013067242
0.009325564,0.07027705,0.03551385,0.0167416
-0.006853044,0.06942938,0.015733276,0.010190304
-0.0065742135,0.069441006,0.016079102,0.010299023
-0.006623447,0.069439456,0.016017172,0.010280516
-0.005959034,0.06946759,0.016840372,0.010540362
-0.0070061684,0.06942396,0.015541945,0.010131922
-0.0016246736,0.06967412,0.02217308,0.012267079
0.01668033,0.07072304,0.0444077,0.0198037
-0.006783426,0.069433406,0.015817795,0.010218974
-0.006154537,0.06945853,0.01659945,0.010462847
0.009483457,0.07031126,0.03566483,0.016841408
-0.006412953,0.06944837,0.016278062,0.01036283
0.003083825,0.06992607,0.027921472,0.014180925
-0.00027906895,0.06976487,0.023785446,0.012839969
-0.0043736696,0.06953506,0.018803988,0.011160817
0.00091177225,0.06982769,0.025240753,0.013322707
-0.0016025007,0.069683984,0.022186074,0.01228806
-0.0035441518,0.06957625,0.019821916,0.01149356
-0.0011438727,0.06969918,0.02276114,0.012461539
0.0017703176,0.069861636,0.026308212,0.013655152
0.004864812,0.070033446,0.030076,0.014921632
0.004635632,0.07001938,0.029799256,0.014825877
0.012798548,0.070470944,0.039740715,0.018164452
0.017842144,0.07073353,0.045909915,0.02020451
0.0010597706,0.06981285,0.02545831,0.013351496
-0.003956616,0.06955935,0.019309971,0.011333015
0.0018410087,0.06988318,0.02636579,0.013708498
-0.006120205,0.06945802,0.016645167,0.010473546
0.16511452,0.078108266,0.22652426,0.07936871
-0.0046078563,0.06952272,0.018517766,0.011065777
-0.005430281,0.06948878,0.017497394,0.010745492
-0.0066395104,0.06943862,0.015997682,0.010274049
-0.0040146112,0.06955306,0.019244228,0.01130506
-0.0068763494,0.06942929,0.015702996,0.010182407
0.057880104,0.07325895,0.094168395,0.03700858
0.03536135,0.07198699,0.066785485,0.027762529
0.00056156516,0.06980835,0.024814162,0.013179537
0.003886968,0.069985226,0.028875623,0.014529761
0.18761313,0.080430046,0.25217855,0.09005934
-0.002091378,0.069662526,0.021581624,0.012095835
0.005639732,0.07005806,0.031049404,0.015213218
0.18066347,0.07785888,0.24726015,0.084194064
0.108985275,0.07556875,0.15724784,0.057194587
0.044605702,0.0723737,0.078246266,0.031370964
0.17809975,0.07695331,0.24537611,0.0820899
0.027760834,0.071334526,0.057904992,0.024333354
0.020277321,0.07092385,0.04878548,0.021277364
0.029624343,0.07145266,0.06015024,0.025116261
0.030094981,0.07144682,0.060775075,0.025264736
0.010666668,0.07042773,0.03702322,0.01739585
0.01696089,0.07063855,0.044911537,0.019780245
-0.0032759309,0.06958486,0.020158563,0.011594649
0.08952883,0.07545926,0.13198426,0.050573852
0.015252769,0.070594,0.042750213,0.019150611
0.0046896935,0.070004806,0.029893491,0.014823791
-0.0001616776,0.06971173,0.024025116,0.012805488
0.008252203,0.07016595,0.034290526,0.016231116
0.039557457,0.07193504,0.07235655,0.02908599
0.07693145,0.074024424,0.11783853,0.044401553
-0.0013549328,0.06968357,0.022510443,0.012369808
0.006506741,0.070060566,0.032178972,0.015505072
-0.00018697977,0.06974994,0.023930106,0.012849983
0.036528766,0.07180734,0.06860331,0.027902361
0.024285316,0.07098244,0.05393133,0.022690948
0.03947401,0.07178123,0.0724968,0.028845545
0.06496781,0.07305409,0.10376838,0.039082106
0.00047159195,0.06977536,0.024749909,0.013104018
0.033895254,0.071434125,0.065764815,0.026510742
0.07517299,0.073433146,0.116497844,0.042999443
0.2473054,0.0813791,0.32869264,0.111219645
0.30353606,0.08332564,0.3990631,0.13260782
0.352171,0.07589148,0.47471365,0.1385026
0.23479652,0.083563164,0.3087951,0.11007953
0.09941885,0.075361416,0.14507502,0.053727027
0.057536513,0.073011026,0.09412101,0.03655162
0.016242176,0.07065348,0.04394755,0.019561913
0.0026180744,0.06986578,0.027410183,0.013942745
0.036570102,0.071945384,0.068433434,0.028106954
0.0031898618,0.06990726,0.02809051,0.014190193
0.0029019117,0.06990026,0.027725372,0.014084693
0.007935584,0.070202604,0.033817086,0.016176488
0.001260817,0.06979276,0.02575377,0.013390508
0.0034106374,0.06992419,0.028351698,0.014287051
0.0028346777,0.069875345,0.027677808,0.014028039
0.0038704872,0.06998645,0.028852139,0.014525976
0.0031810403,0.06992079,0.028057013,0.014206048
-0.004532695,0.06953429,0.018597279,0.011106845
0.008183181,0.07020761,0.034132693,0.016265806
-0.0064485073,0.06944783,0.016232405,0.010350343
0.007199943,0.07015802,0.032927427,0.01587024
0.0008895397,0.06980373,0.025250528,0.013282295
0.006350696,0.070098475,0.031913493,0.015505578
-0.0007458627,0.06971441,0.023256812,0.012615021
0.0002888739,0.06976952,0.02452055,0.013035234
0.0043501854,0.07002048,0.029424105,0.014732536
-0.0026114583,0.069623426,0.020964954,0.011868831
0.012852013,0.07049681,0.03976879,0.018217947
-0.0054305196,0.06948988,0.017495308,0.010746922
0.0029975772,0.06991626,0.027824435,0.014138695
0.011514604,0.070436314,0.03811792,0.017689671
0.007867575,0.07019539,0.03373984,0.016143974
0.017483711,0.07073511,0.04543856,0.020087507
-0.004478514,0.06953253,0.018671129,0.011122372
0.0033183098,0.069915816,0.028244589,0.0142447315
0.01826933,0.07080822,0.046347354,0.020449843
0.0055416524,0.070069835,0.030902062,0.015196975
0.0012348294,0.06983413,0.025652561,0.0134390555
0.0008239746,0.069819584,0.025139008,0.013282385
0.009137094,0.07027735,0.03526703,0.016679343
0.020655334,0.070966706,0.049210284,0.021462318
0.0039170384,0.069941804,0.028985295,0.014479812
0.017216682,0.07072,0.045113955,0.019977894
0.009390682,0.07028313,0.035589132,0.01677167
0.0044982433,0.070015535,0.029625807,0.014774945
0.028147995,0.07129641,0.058473144,0.02440938
0.011949778,0.070369914,0.03879461,0.0177426
0.070985675,0.073770866,0.110474914,0.04207399
0.09452021,0.07506074,0.13915715,0.051682588
0.014970273,0.07060517,0.042362723,0.019072112
0.21719074,0.07984115,0.29180878,0.099080145
0.36596912,0.06652047,0.507963,0.13013875
0.009904265,0.07032694,0.03618971,0.017002936
-0.0043312907,0.06953664,0.018856917,0.011177029
0.04248497,0.0722041,0.075748235,0.030431326
0.22334409,0.0806648,0.2985193,0.10226482
0.08043674,0.074469104,0.12170097,0.046181794
-0.0034688115,0.06957854,0.019916628,0.011521753
-7.510185e-05,0.069763675,0.024054084,0.01290613
-0.0009903014,0.06970112,0.022958789,0.012515303
0.050159216,0.072655395,0.08505121,0.033607002
0.010271192,0.07030375,0.036707077,0.01709294
0.016970158,0.070791855,0.044675145,0.01999515
0.07885444,0.074359104,0.11981037,0.045503672
0.1602726,0.07826157,0.2199443,0.07797074
0.117729366,0.07628621,0.16751823,0.061093923
0.09829682,0.07541557,0.14352009,0.053428825
0.04188198,0.07212274,0.07509169,0.030118372
-0.00029724836,0.06974919,0.023787055,0.012812253
0.06977022,0.073645994,0.10908815,0.041497257
0.21273714,0.080502525,0.28491285,0.09851354
0.046707273,0.07245095,0.08086899,0.03217652
0.03487751,0.07166837,0.066669375,0.027161237
0.19838852,0.080163136,0.2667012,0.09327328
0.05579999,0.07315643,0.09161466,0.036175247
0.2141316,0.08054493,0.2866675,0.09903586
0.05703467,0.0729834,0.093509585,0.03634661
0.082684696,0.07452048,0.12455711,0.047000285
0.08466563,0.0746391,0.126955,0.04782295
-0.0059087276,0.069469884,0.01690242,0.01056027
0.06271881,0.07337411,0.1003086,0.038776692
0.085427195,0.07466711,0.12790543,0.048114892
0.091694444,0.075033024,0.13550708,0.050704714
-0.002181083,0.06964283,0.02149627,0.012038793
0.0031305552,0.069917485,0.027996335,0.01418459
0.013462424,0.070502475,0.040557656,0.018428829
0.0011594594,0.069813356,0.02558783,0.013385233
0.0021831393,0.06987269,0.02683023,0.013807621
0.010282695,0.070330694,0.036678467,0.017133977
-0.005946249,0.06946795,0.016856525,0.010545071
-0.0039254427,0.06957205,0.019330118,0.01136088
0.0045176744,0.069977894,0.029712234,0.014729317
0.0055052936,0.070059195,0.030871782,0.015170094
0.0004338026,0.06977762,0.02469686,0.01309463
0.059966385,0.07349838,0.096508145,0.038033333
0.1124565,0.076273605,0.16064382,0.059323248
0.0028864741,0.06988807,0.027725015,0.014062788
0.0060072243,0.07008211,0.031490956,0.015368756
0.0008162558,0.06980185,0.025157724,0.013255205
-0.0020891726,0.06964959,0.021605466,0.0120787285
0.007878512,0.07015832,0.033814345,0.01609626
-0.0005888939,0.0697297,0.023437355,0.012688335
0.0018674433,0.06985764,0.026441727,0.013681885
0.0006028414,0.06978406,0.024907503,0.013159748
0.0037409663,0.06995697,0.028730545,0.014442172
0.0010187328,0.06981535,0.025400553,0.013341274
0.15113997,0.07772015,0.20888045,0.07418561
-0.0020357668,0.069645956,0.021681223,0.0120913945
0.09839898,0.07542898,0.14363196,0.053481396
0.04758233,0.07251258,0.08191332,0.032552715
0.029892325,0.071343794,0.060677085,0.025054898
0.13203046,0.07765888,0.1839925,0.06774676
0.13568866,0.077330664,0.18930799,0.06850946
0.09259164,0.07515819,0.13647735,0.051176008
0.013184935,0.07040347,0.04035536,0.018199679
0.07039803,0.07378422,0.109684974,0.041897085
0.12576234,0.07689889,0.1770286,0.06461197
0.14629167,0.07826783,0.20165285,0.07333064
0.19627434,0.08010499,0.26403084,0.0924899
0.004746139,0.07001783,0.029946242,0.014860567
-0.00158602,0.06966941,0.022231255,0.012273427
0.0004658699,0.06977694,0.024740014,0.013104316
0.001711905,0.06986235,0.026230726,0.0136367045
0.009749591,0.07030924,0.03601614,0.01692706
0.029512465,0.071390286,0.060105,0.02499288
-0.0059685707,0.06946884,0.016825888,0.010538992
-0.0019857287,0.06965925,0.021725092,0.012126382
-0.005317569,0.069496796,0.017631743,0.01079407
-0.00579226,0.06947647,0.017044041,0.0106080435
-0.005763769,0.06947689,0.017080579,0.010618176
-0.005732119,0.06947853,0.017119382,0.0106309615
0.03436327,0.071800366,0.065782934,0.027172681
0.0335778,0.07175453,0.06483033,0.026848163
0.030224979,0.07154085,0.0607926,0.025437918
0.019197166,0.07086952,0.047461186,0.020843085
0.03406948,0.07181214,0.06537965,0.02709129
0.023702294,0.07115491,0.05288926,0.022735622
0.02194184,0.07104997,0.0507575,0.022005197
0.0320836,0.07164176,0.0630593,0.026195403
0.02573976,0.07126962,0.055367503,0.023571637
0.030281514,0.07156752,0.060823236,0.025493648
0.048955977,0.07266559,0.083461374,0.033220943
0.020755798,0.070981935,0.049316917,0.021516796
0.0073109865,0.07014574,0.033092592,0.015890207
0.09787047,0.07529761,0.14315388,0.053124066
0.030556887,0.07155971,0.061195884,0.025574382
0.028087616,0.07143669,0.058166657,0.024583276
0.13808566,0.077521905,0.1921322,0.06957084
-0.000893116,0.06972714,0.023043666,0.01258358
0.012509108,0.07054366,0.039244328,0.018168744
0.041420013,0.07256599,0.073768884,0.030577566
0.23639888,0.08125226,0.3146371,0.1074177
-0.0066394806,0.06943847,0.015997801,0.0102739
0.0013102889,0.06983112,0.025756273,0.013460036
0.010150731,0.07030149,0.036553238,0.017049726
-0.003756702,0.06956948,0.019554947,0.011413451
-0.0044618547,0.0695353,0.018688295,0.01113173
-0.00504598,0.06950764,0.017969284,0.010899361
0.05223325,0.07278539,0.08755237,0.034476366
-0.0048649907,0.069516465,0.018191729,0.010971721
-0.0066421926,0.06943871,0.015993927,0.010273274
-0.005664289,0.069480136,0.01720545,0.010655727
-0.005624354,0.06948225,0.017254267,0.0106719695
-0.0011875033,0.069694,0.022712562,0.012439903
-0.0027750134,0.06961112,0.02077112,0.011797454
0.11729327,0.07657705,0.16647634,0.061350938
-0.0037954748,0.06956501,0.019511376,0.011394467
-0.004737556,0.06952296,0.018347893,0.011022951
-0.0041177273,0.069549814,0.019114707,0.011266228
-0.0014329553,0.06968148,0.022411857,0.012340989
-0.005345583,0.06949626,0.01759604,0.010783967
0.0110987425,0.07039715,0.037637744,0.017497268
-0.0061213076,0.06946023,0.0166401,0.010476228
0.026739657,0.07129793,0.056629036,0.023943182
-0.005500853,0.0694897,0.017403636,0.010723289
-0.006981313,0.069424406,0.015573654,0.010140803
-0.0057888627,0.06947677,0.017047975,0.010609623
0.0022560656,0.06987502,0.026921783,0.013835099
-0.006443143,0.069446996,0.01624075,0.010350939
-0.0053759217,0.06949414,0.0175598,0.010770913
-0.0059785247,0.06946708,0.016815696,0.0105331205
-0.0006931722,0.06973852,0.023286615,0.012665864
-0.0064195693,0.06944744,0.01627079,0.010359433
-0.0059661567,0.069466546,0.016832743,0.010536548
-0.0068150163,0.06943168,0.01577929,0.0102061
-0.0067674518,0.06943326,0.015839014,0.01022416
-0.0048647523,0.069517955,0.018189583,0.010973778
-0.0035158396,0.069579795,0.019853149,0.011507805
-0.0040463507,0.06955387,0.01920155,0.011295583
0.00014519691,0.0697767,0.024321053,0.012997385
-0.0018561184,0.069659874,0.021893535,0.0121704005
-0.0022036433,0.06964217,0.02146772,0.012030359
-0.0067383647,0.06943442,0.015875194,0.0102353655
-0.003033936,0.06960167,0.020447884,0.011698302
-0.0063746274,0.06945096,0.016323958,0.0103791915
-0.0060141087,0.06946756,0.01676837,0.010521974
-0.0053750873,0.069492266,0.017563913,0.010768618
-0.0066939592,0.069436476,0.015929852,0.010253008
-0.005433291,0.069489434,0.017492387,0.010745402
0.010147631,0.070299104,0.03655306,0.017045435
-0.0050607324,0.06950931,0.01794741,0.010896739
-0.005220175,0.069499984,0.017753992,0.0108308755
-0.006341815,0.06945081,0.016366992,0.0103898905
-0.0050676465,0.06950559,0.01794431,0.010889288
-0.004476249,0.06953283,0.018673513,0.011123564
-0.0051059425,0.06950362,0.01789752,0.01087388
-0.004628539,0.069525436,0.018486295,0.011062708
0.0267317,0.071280286,0.056647275,0.023916122
-0.005092323,0.069504485,0.017913852,0.0108795725
-0.003153026,0.069593266,0.020305727,0.011647072
-0.004976213,0.06951253,0.018052612,0.010929283
-0.002778083,0.069611326,0.02076665,0.011796799
-0.006573379,0.069440976,0.016080234,0.010299321
-0.004224539,0.06954475,0.018983278,0.0112237595
-0.0056031942,0.069481686,0.017282758,0.010678168
-0.003489256,0.069578215,0.019890461,0.011514481
-0.004901111,0.06951289,0.018150244,0.010954734
-0.0022339225,0.06964253,0.021427665,0.012020793
-0.003325045,0.06958933,0.020087156,0.011584427
-0.0031071901,0.06959961,0.020355437,0.011671063
-0.002621442,0.069620624,0.02095649,0.011861619
-0.0058803856,0.069469765,0.016939674,0.010569569
-0.004891306,0.069513306,0.018162403,0.010958608
-0.0052329004,0.069498256,0.017740045,0.01082423
0.030742288,0.07152994,0.061486635,0.025594827
-0.0037001967,0.069567546,0.019631956,0.011429604
-0.001985073,0.069653496,0.021735344,0.012118664
0.0022185445,0.06986581,0.02688763,0.013809945
0.04989022,0.07264419,0.08471772,0.03350204
-0.005417764,0.06949262,0.017507587,0.010754999
-0.004301667,0.069540456,0.018889401,0.011192199
-0.0031056404,0.06959586,0.020363484,0.011666443
0.10037187,0.07561304,0.14591312,0.054391857
0.010630548,0.07032217,0.037147198,0.017237898
0.10297373,0.07558523,0.14936036,0.055218574
-0.0036697984,0.06957011,0.01966754,0.011443194
-0.00095009804,0.0697047,0.023005638,0.012533691
0.0059107244,0.070066884,0.03138945,0.015315589
0.016020834,0.070654646,0.043656323,0.01948988
-0.00459975,0.06952946,0.018517409,0.011077877
-0.0040954947,0.069552526,0.019139443,0.011277374
-0.004119158,0.069557235,0.019100819,0.011276033
-0.005533695,0.06948535,0.017367754,0.010706361
-0.0039794743,0.06955688,0.019284043,0.011321988
-0.005625516,0.06948124,0.017254386,0.010670211
-0.00066560507,0.069720075,0.023352657,0.012649473
0.013682127,0.07050611,0.04083899,0.01850688
-0.00045338273,0.069729164,0.023615394,0.012732621
-0.0041957796,0.06954737,0.019016657,0.011236902
-0.002566576,0.06962471,0.021021638,0.01188552
-0.0064451993,0.06944661,0.016238842,0.010349687
0.01797247,0.070784286,0.04599789,0.020318028
-0.0034143329,0.069554165,0.020027433,0.0115061365
-0.0013602376,0.06968586,0.022499893,0.012371238
-0.0055930912,0.06948294,0.017294023,0.010683235
-0.0058965087,0.06946938,0.01691923,0.010563638
0.2089827,0.08075185,0.2795994,0.09760976
-0.006159693,0.069460645,0.016589198,0.010464098
0.015152842,0.07061215,0.042590175,0.019142535
-0.0023619533,0.06963082,0.02127919,0.011962082
-0.0069409013,0.06942637,0.015623365,0.010156866
0.036158502,0.071851805,0.06804702,0.02784076
-0.0038104653,0.069567844,0.019487295,0.011393335
-0.0048114955,0.06951712,0.018260632,0.010990318
0.00022047758,0.06978287,0.024409447,0.013030972
-0.0068513453,0.06943013,0.015734408,0.010191824
-0.0063299835,0.06945093,0.01638231,0.010394063
-0.0002796054,0.069741055,0.023823295,0.012806859
-0.0051122904,0.0695035,0.017889354,0.010871585
0.0018653274,0.069849774,0.02645174,0.013670262
-0.004799843,0.06951691,0.018276129,0.010993894
-0.0031085908,0.069594875,0.020361219,0.011664089
0.0009083152,0.06980102,0.025279436,0.013284769
-0.005678773,0.06947856,0.01718906,0.010648724
-0.0012619197,0.06969239,0.02261785,0.012412902
-0.0012047589,0.06970309,0.02267525,0.012446728
-0.005270928,0.06949501,0.01769564,0.010807034
0.000977099,0.06980856,0.02535716,0.013318028
-0.0047119856,0.06952299,0.018381272,0.011031624
0.06973332,0.0737399,0.10888761,0.041614827
-0.0029993653,0.06960218,0.02049229,0.011710521
0.07665247,0.07391198,0.11765602,0.04415327
-0.0041653216,0.069533035,0.019079719,0.011227246
-0.0013741851,0.06968476,0.022483382,0.012365039
0.019503295,0.070868865,0.047862444,0.020943936
-0.005139947,0.06950222,0.0178552,0.010860618
-0.006026238,0.06946455,0.016757403,0.010513809
0.10231632,0.07570262,0.14831045,0.055162188
0.032382846,0.0716352,0.063461214,0.026285913
0.054495692,0.07280795,0.09047416,0.03525981
-0.0022491217,0.06964029,0.021411393,0.012012657
-0.005957097,0.06946595,0.016845617,0.010538753
0.008950859,0.0702606,0.035050604,0.016594287
-0.005959511,0.06946631,0.016841862,0.010538485
0.15684813,0.07805781,0.21579692,0.076550305
0.0062041283,0.07009573,0.031726275,0.015452977
0.010351419,0.07033546,0.036760543,0.017163482
0.010042369,0.07034655,0.036338422,0.017076042
-0.0037879348,0.06956436,0.019522402,0.011396017
0.078864455,0.07431127,0.119901,0.04544091
-0.005372733,0.06949179,0.017567787,0.010768767
0.0012205839,0.06981464,0.025665615,0.013407435
-0.006378889,0.069448575,0.016322229,0.010374483
-0.00564608,0.069480136,0.017229293,0.010661807
-0.0019702017,0.06965397,0.02175394,0.012124356
-0.000939548,0.06970288,0.023022268,0.012534674
0.012147456,0.07041998,0.038972054,0.017877456
-0.003160417,0.06959365,0.020295415,0.011645135
-0.0044395328,0.0695342,0.018719349,0.01113769
-0.004957378,0.06951024,0.018080983,0.010932323
-0.0059698224,0.06946589,0.016829107,0.010534402
0.01610595,0.07063232,0.043803725,0.019487288
0.0807454,0.074428394,0.12217069,0.046228107
-0.00047120452,0.06972487,0.023599003,0.01272076
0.0028318763,0.069894806,0.027642582,0.014053967
0.0016429424,0.06983371,0.026187036,0.013574179
0.03980559,0.07201867,0.07254532,0.029284146
-0.0042247176,0.06954332,0.018985365,0.011221703
0.08890805,0.074898496,0.13208175,0.049592223
-0.0050797462,0.06950463,0.017930064,0.010883983
0.25370836,0.08100997,0.33766356,0.11283839
0.08882287,0.07480474,0.1321224,0.04943424
-0.0059224367,0.06946702,0.016889248,0.010551747
0.036812395,0.07190041,0.06882325,0.028125312
-0.0045779347,0.0695308,0.018543813,0.011086907
0.0044484735,0.06998004,0.029618178,0.01470929
-0.0056797564,0.069478706,0.01718757,0.0106486045
-0.0050260723,0.06951256,0.017987464,0.0109127425
0.005423069,0.07006429,0.03075597,0.015149888
-0.0026251674,0.06962095,0.020951066,0.011860874
-0.0055560768,0.06948583,0.017337713,0.010699537
-0.0063146353,0.069451764,0.016401026,0.010400262
-0.0039079487,0.069564,0.01936606,0.011355575
0.011168122,0.070381775,0.037753377,0.017499026
-0.0053151846,0.06949474,0.0176383,0.010791983
-0.0055413246,0.069486484,0.017356012,0.010705408
-0.005955279,0.06946729,0.016845737,0.010541197
-0.0017528534,0.06966971,0.022012625,0.012218352
-0.0015890896,0.06967403,0.02221981,0.012278732
-0.0043128133,0.069540575,0.018874679,0.011188623
-0.005132735,0.06950368,0.017862353,0.010865029
-0.0019399524,0.06965475,0.021792207,0.012135442
-0.0053177774,0.069495186,0.017634068,0.010791715
-0.0012574196,0.06968947,0.02262846,0.012410369
0.0016442537,0.06983967,0.026179109,0.013582882
-0.0022066236,0.0696439,0.021461163,0.01203176
-0.0049580336,0.069510296,0.01807997,0.010932263
0.075199604,0.07433151,0.115075976,0.044250216
-0.0017205477,0.069671914,0.022051308,0.012232181
-0.00046736002,0.0697294,0.023596797,0.0127283
0.042109996,0.0721889,0.0752826,0.030285653
0.007843107,0.07017423,0.033742163,0.016106542
0.017525464,0.07072739,0.045505676,0.020090815
0.035577834,0.07183571,0.06731376,0.027625438
0.05665654,0.07313092,0.09277603,0.036424752
0.026521742,0.07129432,0.056349907,0.023865815
-0.0050056577,0.06951107,0.018016491,0.010917481
-0.006467402,0.06944735,0.016208444,0.010343339
-0.0053159,0.0694942,0.01763812,0.01079097
-0.002634704,0.06962012,0.02093986,0.011856493
-0.0050819516,0.06950562,0.017925534,0.01088452
-0.004748702,0.0695201,0.018337939,0.011015382
-0.0056498647,0.06947999,0.017224524,0.010660317
-0.0020455122,0.06965153,0.021659467,0.012095865
0.0012583733,0.06981976,0.025706802,0.013427045
-0.0010136962,0.069702104,0.022926603,0.012508895
-0.0004194975,0.069727615,0.023662243,0.012741741
0.016545534,0.07070167,0.04426608,0.019729372
-0.0027846098,0.06961231,0.020756576,0.011795934
-0.0041044354,0.06954922,0.019133005,0.011269834
-0.0045960546,0.06952752,0.018525396,0.011076327
-0.0046152174,0.069528684,0.018498454,0.011071678
-0.0034194589,0.06958364,0.019972954,0.011545237
-0.0056156516,0.06948267,0.017264877,0.010675367
-0.0026192665,0.06962164,0.020957623,0.011863824
-0.0018619299,0.069662556,0.021881554,0.012172248
-0.0028490424,0.069609925,0.02067623,0.011771198
-0.0065871477,0.069439486,0.016064677,0.010292646
-0.0063088536,0.0694529,0.016406808,0.010403778
0.02500242,0.0712672,0.054407272,0.023323175
-0.004360914,0.069540575,0.018811736,0.0111726485
0.009155035,0.07031055,0.03523657,0.016731258
0.0018428564,0.06984873,0.026424084,0.01366144
-0.0063547194,0.069448516,0.01635382,0.01038247
-0.0066558123,0.0694363,0.015980039,0.010265496
-0.006510079,0.06944235,0.01616076,0.010322209
-0.0057988763,0.069474444,0.017038617,0.0106030665
-0.0050140917,0.06950803,0.018010352,0.010910448
0.03835237,0.07204245,0.0706065,0.028833743
-0.0052438974,0.06949623,0.017728958,0.010817762
-0.004901707,0.06951095,0.018152628,0.010951813
-0.004694879,0.069522694,0.01840404,0.011036869
-0.0057752132,0.0694734,0.01707134,0.010609534
0.012683332,0.070475295,0.03958294,0.018132146
-0.005214274,0.06949942,0.017762575,0.010831948
-0.005145639,0.06950267,0.017846975,0.010859307
-0.0058891177,0.06946777,0.016931567,0.010563847
-0.004581988,0.06952791,0.018543217,0.011081632
0.039675355,0.07212211,0.07220736,0.029383775
0.0067911446,0.07014255,0.032418106,0.015712913
0.005836785,0.070109054,0.031224463,0.015349295
0.012467265,0.07045688,0.039330397,0.018034812
0.010449171,0.07036723,0.036836896,0.017239895
0.34423125,0.07296671,0.46907493,0.1318196
0.041526377,0.07209127,0.074677795,0.029956635
0.03514737,0.07179229,0.06682131,0.027422305
0.29758447,0.08058746,0.39572084,0.12684351
0.042251855,0.07219006,0.075466186,0.03033438
0.028600097,0.07141669,0.058869276,0.02472597
0.01678437,0.07067974,0.04461387,0.019778457
0.032312125,0.07161407,0.06340304,0.026233193
0.023822308,0.07113825,0.05307326,0.0227524
0.25153732,0.08160843,0.3338546,0.11294371
0.0518952,0.0727538,0.08716166,0.03432029
0.3343395,0.07790561,0.44813052,0.13535762
