SOIL_LANDSCAPE_ID,Year,Erosion_Class1,Erosion_Class2,Erosion_Class3,Erosion_Class4,Erosion_Value1N,Erosion_Value2N,Erosion_Value3N,Erosion_Value4N
715001,1991,2,1,2,1,0.07839971868806343,0.10169633390993806,0.06555439330543934,0.02558068146935434
715002,1991,3,1,1,3,0.12551946806470174,0.02385469560850399,0.03299163179916318,0.11848971656604933
715003,1991,3,1,1,3,0.1254235662681414,0.01342001004408236,0.03740585774058578,0.1193253521607149
715004,1991,4,1,1,3,0.1900613771497986,0.07636292617599465,0.06161087866108787,0.16520004092909032
715005,1991,1,1,1,1,0.02613323956268781,0.08146866804307795,0.004728033472803348,0.011059381288584195
715006,1991,3,1,1,3,0.14367687488012273,0.10155683276602868,0.033525104602510465,0.11825096353900201
716001,1991,3,1,1,3,0.1247282782430791,0.039925227386864576,0.018033472803347283,0.12170435553736485
716002,1991,1,1,1,1,0.04309986573748482,0.035628592154455664,0.04459205020920502,0.01812817626794911
716003,1991,3,1,1,3,0.1254795089828016,0.011801796774733551,0.03569037656903766,0.12164466728060302
717001,1991,1,1,1,1,0.017741832363659615,0.0353495898666369,0.003525104602510461,0.006471912411746649
717003,1991,1,1,1,1,0.021466018796752126,0.0525640310250544,0.001276150627615063,0.006625396500562775
717005,1991,1,1,1,1,0.014720925772009463,0.02335249149043022,0.011579497907949793,0.005371943108564412
717006,1991,1,1,1,1,0.024359056326321845,0.05281513308409129,0.005784518828451884,0.006702138544970837
717007,1991,1,1,1,1,0.024191228182341283,0.06952737012443502,0.0023221757322175736,0.00416112418568164
717010,1991,1,1,1,1,0.01046128764145515,0.018553652139947547,0.005784518828451884,0.004254920017735939
717011,1991,1,1,1,1,0.023879547343520234,0.07544221862619274,0.004037656903765691,0.009302841161021863
717012,1991,2,2,1,1,0.05854804680007672,0.17984487472797275,0.0048744769874477,0.005508373409734302
717013,1991,2,1,1,1,0.049277539799245575,0.14664360247754032,0.0034832635983263606,0.006096729083529451
717014,1991,3,2,1,1,0.09523048398439998,0.30224317839406284,0.005282426778242678,0.006719192332617073
717015,1991,3,3,1,1,0.09734831532510708,0.3072652195748005,0.004717573221757323,0.008671851018111123
718001,1991,1,1,1,1,0.013370308803784925,0.010518386250767257,0.0048640167364016745,0.012679491114976637
718004,1991,1,1,1,1,0.013506169682245382,0.024663802243178393,0.007730125523012553,0.004408404106552065
720001,1991,1,1,1,1,0.009702065085352601,0.010741588081022265,0.00844142259414226,0.0045277806200757185
723002,1991,1,1,1,1,0.014856786650469921,0.03029964845711735,0.004769874476987448,0.004075855247450458
723003,1991,1,1,1,1,0.029977303241480725,0.07756263601361531,0.004299163179916318,0.006122309764998806
723004,1991,1,1,1,1,0.012802889840803019,0.024049997209977123,0.007144351464435148,0.003913844264811214
723006,1991,1,1,1,1,0.010005754107793622,0.020171865409296354,0.006234309623430963,0.003658037450117671
723007,1991,1,1,1,1,0.014912729365130106,0.030076446626862343,0.008430962343096236,0.004084382141273576
723008,1991,1,1,1,1,0.01878876030944313,0.0393114223536633,0.009884937238493725,0.00447661925713701
723009,1991,1,1,1,1,0.023216226583978008,0.05613526030913454,0.005313807531380754,0.0047153722841843165
723010,1991,1,1,1,1,0.01257112716578224,0.011439093800569164,0.013221757322175735,0.00443398478802142
723011,1991,1,1,1,1,0.009462310593951794,0.008453769320908432,0.010271966527196653,0.0040417476721579864
724002,1991,1,1,1,1,0.017797775078319804,0.04196194408794152,0.0028661087866108793,0.004911490842116033
724003,1991,1,1,1,1,0.016575027172175693,0.03052285028737236,0.005753138075313809,0.0052099321259251674
724005,1991,1,1,1,1,0.022249216801994758,0.0457005747447129,0.007301255230125523,0.005678911286196664
724006,1991,1,0,1,1,0.024566843552202546,0.0,0.005805439330543934,0.005158770762986459
724007,1991,1,1,1,1,0.029673614219039704,0.07466101222030021,0.00587866108786611,0.005627749923257955
724008,1991,1,1,1,1,0.030472795857042392,0.0711734836225657,0.00825313807531381,0.0060370408267676244
724009,1991,1,1,1,1,0.02407135093664088,0.06285921544556665,0.009769874476987449,0.004826221903884853
724011,1991,1,1,1,1,0.024207211815101336,0.05323363651581943,0.0050104602510460255,0.006591288925270303
724012,1991,3,1,1,2,0.10017741832363661,0.05147592210256124,0.008587866108786611,0.08508987346089565
726001,1991,1,1,1,1,0.04343552202544594,0.11681825790971487,0.004926778242677825,0.010547767659197108
726002,1991,2,1,1,1,0.04900581804232466,0.15099603816751297,0.001882845188284519,0.005525427197380538
726003,1991,1,1,1,1,0.03941563838629244,0.12089169131186876,0.0007531380753138076,0.005226985913571404
726004,1991,1,1,1,1,0.04197301962790103,0.12775514759221024,0.0017573221757322178,0.0052014052321020495
726005,1991,1,1,1,1,0.046680199475736844,0.13648791920093745,0.004476987447698745,0.005798287799720317
727001,1991,1,1,1,1,0.02003548366472732,0.01713074047207187,0.003064853556485356,0.015459258501313144
727002,1991,1,1,1,1,0.021825650533853335,0.021455275933262654,0.004142259414225942,0.016098775538047002
727003,1991,1,1,1,1,0.018604948532702514,0.006444952848613359,0.005847280334728035,0.016482485760087314
727004,1991,1,1,1,1,0.031200051147624835,0.0557167568774064,0.00585774058577406,0.01637163614038678
727005,1991,3,1,1,3,0.16135477271274215,0.03512638803638189,0.054843096234309635,0.14608274497765955
727006,1991,1,1,1,1,0.018908637555143534,0.010099882819039115,0.005366108786610879,0.0163801630342099
727007,1991,2,1,1,2,0.06648392046544338,0.04835109647899113,0.009414225941422596,0.05642245642757256
727008,1991,2,1,1,1,0.051930822837414486,0.010964789911277273,0.006558577405857741,0.05063269552167536
727009,1991,1,1,1,1,0.019060482066364046,0.014926622398303667,0.0036297071129707116,0.015118182748388418
727010,1991,1,1,1,1,0.017022568889457197,0.011913397689861056,0.004654811715481173,0.014001159657559945
727011,1991,1,1,1,1,0.024470941755642225,0.03367557613972435,0.002981171548117155,0.015570108121013677
727012,1991,2,1,1,2,0.06101751806150502,0.017939847106746277,0.010094142259414227,0.05761622156280909
727013,1991,1,1,1,1,0.021977495045073844,0.0200044640366051,0.006757322175732218,0.016218152051570654
727014,1991,1,1,1,1,0.01876478486030305,0.010741588081022265,0.005376569037656905,0.016022033493638937
728001,1991,1,1,1,1,0.025733648743686468,0.029741643881479828,0.003985355648535565,0.017471605443569016
728002,1991,1,1,1,1,0.02753180742919251,0.03610289604374756,0.004497907949790795,0.01741191718680719
728003,1991,1,1,1,1,0.026708650342049743,0.033982478656324984,0.004121338912133892,0.01719021794740612
728004,1991,3,1,1,2,0.09300076721437249,0.10722057920874951,0.011621338912133893,0.06581909342064873
728005,1991,1,1,1,1,0.035507640176459306,0.06057139668545281,0.006286610878661088,0.017838261877963096
728006,1991,2,1,1,1,0.05117160028131194,0.09265665978461024,0.01702928870292887,0.022366042498038814
729001,1991,2,1,1,1,0.051523240202033124,0.12663913844093522,0.00395397489539749,0.016610389167434087
729002,1991,4,0,1,4,0.1987804488204079,0.0,0.03131799163179917,0.20110679081824073
729003,1991,1,0,1,1,0.04365130106770667,0.0,0.006004184100418411,0.03794467751287561
729004,1991,3,1,1,3,0.138106578863244,0.06185480720941912,0.0051359832635983265,0.12758791227531635
729005,1991,4,1,1,4,0.20597308356243205,0.11115451146699402,0.03660041841004184,0.18927998908557592
729006,1991,2,1,1,2,0.08509686081452593,0.03412197980023436,0.015156903765690379,0.07679320577100174
729007,1991,4,1,2,4,0.25762419282654564,0.0880531220356007,0.10134937238493726,0.2221852723489887
729008,1991,4,1,2,3,0.17680295377533406,0.07541431839741085,0.08579497907949792,0.14783075821139874
729009,1991,3,1,1,3,0.10261492231954479,0.033536074995814964,0.015313807531380754,0.09568880248303148
729010,1991,3,1,1,2,0.08978805702960169,0.08810892249316445,0.014623430962343097,0.06626249189945087
729011,1991,4,1,2,3,0.17699475736845469,0.05621896099548017,0.07435146443514645,0.15603363006923837
729012,1991,3,1,1,2,0.09060322230036442,0.09366106802075777,0.011861924686192469,0.0659981581909342
729013,1991,3,1,1,3,0.11357969439294163,0.02742592489258412,0.015638075313807533,0.10910160646679627
729014,1991,1,1,1,1,0.04630458410587558,0.034428882316835,0.010658995815899582,0.036648589651761654
729015,1991,3,1,1,3,0.14537113995268844,0.02455220132805089,0.020847280334728036,0.14232238480166443
729016,1991,3,1,1,3,0.12221085608337064,0.042017744545505276,0.020397489539748955,0.11653705788055527
729017,1991,1,1,1,1,0.037010101655904355,0.0317504603537749,0.009173640167364017,0.027712404925133872
729018,1991,3,1,1,3,0.15086151780576687,0.03847441549020702,0.024968619246861928,0.14409597871687302
729019,1991,2,1,1,2,0.08607985422926923,0.10370515038223313,0.009257322175732219,0.05826426549336608
729020,1991,2,1,1,2,0.06362285020139379,0.04020422967468333,0.016150627615062765,0.052116375046897916
729021,1991,3,1,1,3,0.14911131001854103,0.023798895150940236,0.02547071129707113,0.14637265936764554
729022,1991,3,1,1,3,0.13368710440508916,0.027398024663802242,0.02056485355648536,0.12932739861523243
729023,1991,4,1,1,4,0.21919154785499648,0.027621226494057252,0.0441213389121339,0.213470786861762
729024,1991,4,1,1,4,0.2624752253692219,0.02915573907706043,0.050763598326359835,0.2572990211125891
730001,1991,3,1,1,3,0.13292788184898663,0.017465543217454384,0.012552301255230127,0.1344435349091033
730002,1991,1,1,1,1,0.042764209449523694,0.07175938842698511,0.015020920502092052,0.020259899723728637
730003,1991,1,1,1,1,0.04351544018924621,0.06863456280341498,0.015658995815899586,0.02185442886865173
730004,1991,1,1,1,1,0.045904993286874245,0.10231013894313933,0.004184100418410042,0.01705378764623623
730005,1991,2,1,1,1,0.07218208554440253,0.09539088220523408,0.05856694560669457,0.033135509396636995
730006,1991,1,1,1,1,0.039951090083754234,0.057083868087718315,0.015230125523012554,0.021649783416896894
730007,1991,3,1,1,2,0.0883335464484368,0.0869929133418894,0.010920502092050212,0.06607490023534227
730008,1991,5,1,3,5,0.3789239818425932,0.04544947268567602,0.16164225941422594,0.34996077628841366
730009,1991,3,1,1,2,0.0914583466530273,0.10415155404274315,0.011746861924686195,0.063312186636652
730010,1991,2,2,1,1,0.08074132088741129,0.19825902572401094,0.01569037656903766,0.02238309628568505
730011,1991,4,1,1,4,0.22158110095262448,0.021427375704480778,0.035104602510460256,0.21993417237968552
731001,1991,1,1,1,1,0.02276069305031648,0.02391049606606774,0.003368200836820084,0.016175517582455064
731002,1991,1,1,1,1,0.03159165015024615,0.05016461134981307,0.00395397489539749,0.016925884238889456
731003,1991,1,1,1,1,0.028179144555974683,0.03933932258244517,0.004100418410041841,0.01695146492035881
731004,1991,1,1,1,1,0.02706828207915095,0.030550750516154232,0.0061715481171548126,0.018247552781472765
731005,1991,1,1,1,1,0.02501438526948405,0.02979744433904358,0.005658995815899582,0.01831576793205771
731006,1991,5,1,3,5,0.3714596253436481,0.05278723285530941,0.16760460251046028,0.3380913400866333
731007,1991,1,1,1,1,0.035779361933380216,0.0704759779030188,0.004947698744769875,0.01614993690098571
731008,1991,1,1,1,1,0.023719711015919697,0.03027174822833547,0.005554393305439331,0.016857669088304512
731009,1991,1,1,1,1,0.02399942458922064,0.024077897438759,0.005271966527196653,0.01704526075241311
731010,1991,1,1,1,1,0.02638098587046864,0.03317337202165058,0.005282426778242678,0.016815034619188922
731011,1991,1,1,1,1,0.024007416405600664,0.028653534958986662,0.005564853556485357,0.01700262628329752
731012,1991,1,1,1,1,0.04600089508343456,0.1010546286479549,0.004110878661087867,0.017394863399160954
731013,1991,1,1,1,1,0.02213733137267438,0.025612410021762178,0.005292887029288704,0.016363109246563663
731014,1991,1,1,1,1,0.02320823476759798,0.019809162435131967,0.006286610878661088,0.01714758347829053
731015,1991,1,1,1,1,0.03989514736909405,0.08621170693599688,0.0029497907949790794,0.01582591493570722
731016,1991,2,1,1,1,0.04811872642414168,0.10833658836002455,0.003671548117154812,0.017812681196493742
732001,1991,3,1,1,3,0.11326801355412058,0.011773896545951677,0.012133891213389121,0.11412394692861284
733001,1991,3,1,1,3,0.1404561728789719,0.04759779030188047,0.018033472803347283,0.1308196050342781
733002,1991,3,1,1,3,0.13900166229780705,0.12954076223425032,0.016150627615062765,0.12028889116272723
733003,1991,1,1,1,1,0.043059906655584686,0.07505161542324647,0.029288702928870293,0.01851188648998943
733004,1991,2,1,1,1,0.050628156767470116,0.1457228949277384,0.008640167364016738,0.0074866127766977045
733005,1991,3,1,1,3,0.11200530656607635,0.0441939623904916,0.014958158995815901,0.10221187625771684
733006,1991,4,1,1,3,0.18063902563774692,0.11076390826404776,0.02098326359832636,0.15281899109792285
733007,1991,3,1,1,3,0.1728629882999808,0.07055967858936443,0.038807531380753144,0.1540212831269825
733008,1991,4,1,1,3,0.20888210472476185,0.1103733050611015,0.02771966527196653,0.18229646304444216
733009,1991,2,1,1,1,0.05430439230228246,0.03219686401428491,0.011286610878661089,0.04514990279341041
733010,1991,4,1,1,3,0.18309251326641518,0.053986942692930084,0.02763598326359833,0.17167195334083699
733011,1991,2,1,1,1,0.060162393708842146,0.043245354611907816,0.011046025104602512,0.048040519799447456
733012,1991,3,1,1,3,0.1722955693369989,0.04988560906199431,0.021087866108786612,0.16317064019918823
734001,1991,3,1,1,3,0.17049741065149285,0.14948942581329167,0.004612970711297072,0.13596984890344144
734002,1991,2,1,1,1,0.06382264561089444,0.052452430109926895,0.01569037656903766,0.04787850881680821
734003,1991,3,1,1,2,0.10451697461799117,0.1490988226103454,0.010638075313807532,0.06414782223131757
734004,1991,3,1,1,2,0.12026085288664408,0.11447463869203726,0.010313807531380755,0.09084552679150039
735001,1991,1,1,1,1,0.037945144172367495,0.07270799620556888,0.008472803347280336,0.016525120229202907
735002,1991,1,1,1,1,0.04079822262003708,0.08702081357067129,0.00639121338912134,0.0183584024011733
735003,1991,2,1,1,1,0.049549261556166485,0.09614418838234474,0.008838912133891215,0.021666837204543127
735004,1991,5,1,3,4,0.2680934722843808,0.09871100943027732,0.12050209205020922,0.22337051059040214
735005,1991,2,1,1,2,0.08536858257144685,0.04991350929077618,0.017656903765690377,0.07138715508714485
735006,1991,2,1,1,2,0.08126078895211303,0.08908543050053011,0.011338912133891215,0.05632013370169515
735007,1991,1,1,1,1,0.04207691324084138,0.05214552759332627,0.010805439330543934,0.026058187523448958
735008,1991,1,1,1,1,0.045417492487692605,0.07362870375537078,0.007468619246861925,0.02421637845765545
736001,1991,2,1,1,1,0.04935745796304584,0.10953629819764522,0.00784518828451883,0.017727412258262562
736002,1991,3,2,1,1,0.08775014385269485,0.18101668433681156,0.001809623430962343,0.03815784985845356
736003,1991,4,1,2,3,0.17558020586918993,0.11812956866246303,0.06310669456066947,0.1389627886353559
736004,1991,1,1,1,1,0.037201905249024995,0.0671000502204118,0.007196652719665272,0.017360755823868482
736005,1991,2,1,1,1,0.06340707115913305,0.05161542324647062,0.006788702928870294,0.050351308025512465
736006,1991,1,1,1,1,0.041085928009718053,0.08395178840466491,0.004947698744769875,0.017446024762099666
736007,1991,2,1,1,2,0.0834505466402404,0.11001060208693711,0.004288702928870293,0.055024045840581196
736008,1991,2,1,1,1,0.05117160028131194,0.04118073768204899,0.003535564853556486,0.041423650192707794
736009,1991,2,2,1,1,0.08468927817914455,0.18916355114111935,0.0009518828451882846,0.0339881987789488
736010,1991,1,1,1,1,0.044754171728150376,0.0896713353049495,0.005523012552301256,0.019100242163784576
736011,1991,1,1,1,1,0.0313678792916054,0.04857429830924614,0.005889121338912134,0.019091715269961458
736012,1991,2,2,1,1,0.06572469790934084,0.17295351821884938,0.0020083682008368202,0.01737780961151472
737001,1991,1,1,1,1,0.01696662617479701,0.008481669549690308,0.004236401673640168,0.014640676694293803
737002,1991,2,1,1,2,0.07442778594719007,0.06598404106913677,0.01380753138075314,0.059500665097718196
737003,1991,1,1,1,1,0.0186608912473627,0.01294570615479047,0.0036401673640167366,0.016022033493638937
737004,1991,1,1,1,1,0.018924621187903588,0.013001506612354222,0.0034937238493723856,0.015808861148060984
737005,1991,1,1,1,1,0.01965187647848603,0.013280508900172981,0.003054393305439331,0.01633752856509431
738001,1991,1,1,1,1,0.027651684674892908,0.03596339489983818,0.005334728033472804,0.01749718612503837
738002,1991,1,1,1,1,0.02747586471453232,0.03613079627252943,0.004686192468619247,0.017275486885637303
738003,1991,1,1,1,1,0.04260437312192315,0.08735561631605379,0.004508368200836821,0.017829734984139978
738004,1991,1,1,1,1,0.02571766511092641,0.03152725852351989,0.0050732217573221765,0.016670077424195913
738005,1991,5,1,3,5,0.3784524646761716,0.062357011327492884,0.15839958158995818,0.3449640165080664
738006,1991,1,1,1,1,0.023967457323700533,0.04224094637576028,0.005125523012552302,0.01719021794740612
738007,1991,1,1,1,1,0.02354389105555911,0.040511132191283966,0.0048849372384937246,0.01710494900917494
739001,1991,2,2,1,1,0.07196630650214181,0.1971430165727359,0.01335774058577406,0.016653023636549677
739002,1991,3,1,1,3,0.11975736845470239,0.012750404553317338,0.01350418410041841,0.12043384835772025
739003,1991,4,1,1,3,0.20995300811968545,0.15621338094972378,0.007196652719665272,0.17492922678126813
739004,1991,3,1,1,2,0.12989099162457643,0.14527649126722839,0.020355648535564857,0.09032538626829019
739005,1991,2,1,1,1,0.08068537817275111,0.13428380112716923,0.011119246861924687,0.04399877212728947
740001,1991,3,1,1,3,0.12290614410843297,0.0131410077562636,0.015167364016736403,0.12317098127494117
740002,1991,4,1,1,4,0.2030720542164823,0.018860554656548185,0.04033472803347281,0.19960605750537191
740003,1991,2,1,1,2,0.06540502525413976,0.04118073768204899,0.008138075313807532,0.055399229168798386
740004,1991,5,1,3,5,0.471732945463845,0.04048323196250209,0.21960251046025106,0.4356134247416351
740005,1991,2,1,1,2,0.06578064062400102,0.03660510016182133,0.010135983263598327,0.057394522323408026
740006,1991,4,1,2,4,0.23975449140080557,0.028765135874114164,0.08602510460251048,0.22480302875268596
740007,1991,4,1,1,4,0.2201745412697398,0.013950114390938005,0.03491631799163181,0.2209915072137522
740008,1991,5,1,3,5,0.4379994885237517,0.037972211372133254,0.1855753138075314,0.40955523721818615
740009,1991,4,1,2,4,0.25741640560066487,0.017828246191618772,0.09191422594142261,0.24554896142433233
741001,1991,2,1,1,2,0.07673742088101784,0.04257574912114279,0.012144351464435148,0.07142126266243733
741002,1991,4,1,1,3,0.17582795217697078,0.05574465710618827,0.03201882845188285,0.16329001671271187
741003,1991,4,1,1,3,0.19656671568314046,0.046370180235477926,0.05578451882845189,0.1824925816023739
741004,1991,1,1,1,1,0.02625311680838821,0.02410579766754087,0.008274058577405858,0.018477778914696957
741005,1991,3,2,1,3,0.14455597468192571,0.17214441158417498,0.010962343096234312,0.09986698045635935
741006,1991,3,1,1,3,0.11323604628860048,0.03504268735003627,0.009759414225941425,0.10780551860568233
741007,1991,3,1,1,3,0.15480947509750015,0.06461692985882483,0.0223326359832636,0.15287015246086155
741008,1991,1,1,1,1,0.032143085480468,0.04048323196250209,0.004497907949790795,0.020515706538422183
741009,1991,1,1,1,1,0.03077648487948341,0.0545449472685676,0.005397489539748955,0.018835908455267916
741010,1991,4,1,1,4,0.20251262706988044,0.04863009876680989,0.045502092050209206,0.18933115044851462
741011,1991,3,1,1,3,0.13398280161115017,0.047207187098934206,0.012018828451882848,0.12871346225996794
741012,1991,3,1,1,3,0.11825490697525733,0.028988337704369174,0.011485355648535566,0.11477199085916982
742001,1991,4,2,1,3,0.18465890927690043,0.23335751353161097,0.006025104602510461,0.12439885398547017
742002,1991,2,2,1,1,0.0782159069113228,0.18369510629987165,0.002290794979079498,0.03280296053753538
742003,1991,4,2,1,3,0.219950770411099,0.1845600133921098,0.002217573221757322,0.1771803267505713
743001,1991,2,1,1,1,0.04875807173454383,0.05348473857485631,0.017813807531380756,0.03145571131348272
743002,1991,2,1,1,2,0.07869541589412442,0.025640310250544054,0.01658995815899582,0.07278556567413622
743003,1991,3,1,1,3,0.12629467425356433,0.12184029909045253,0.011338912133891215,0.0944779835601487
744001,1991,1,1,1,1,0.029489802442299085,0.031638859438647395,0.011265690376569038,0.0185459940652819
744002,1991,1,1,1,1,0.031295952944185156,0.03448468277439875,0.01194560669456067,0.01939015655377059
744003,1991,5,1,3,5,0.4795889009654114,0.039255621896099546,0.218326359832636,0.44492479279648006
744004,1991,2,1,1,1,0.05304168531423822,0.0567490653423358,0.032730125523012556,0.028795320440669875
744005,1991,1,1,1,1,0.025286107026404964,0.036744601305730706,0.012583682008368203,0.01655070091067226
745001,1991,2,1,1,1,0.06683556038616456,0.07161988728307572,0.009299163179916319,0.04738394897506736
745002,1991,1,1,1,1,0.03917588389489163,0.07622342503208526,0.006652719665271967,0.01714758347829053
745003,1991,2,1,1,2,0.071726552010741,0.04801629373360862,0.00794979079497908,0.05993553668269722
745004,1991,2,1,1,2,0.06500543443513843,0.05002511020590369,0.007782426778242679,0.05215048262219038
745005,1991,3,1,1,3,0.11036698420817084,0.05337313765972881,0.011799163179916318,0.09856236570142228
745006,1991,3,1,1,2,0.10367783389808835,0.0559399587076614,0.011903765690376569,0.0905215048262219
745007,1991,1,1,1,1,0.04341154657630586,0.06723955136432119,0.007175732217573223,0.024753572768511888
745008,1991,2,1,1,2,0.06897736717601177,0.16394174432230346,0.005868200836820085,0.055254271973805384
745009,1991,1,1,1,1,0.03632280544722205,0.06436582779978796,0.00743723849372385,0.01754834748797708
745010,1991,2,1,1,1,0.0721421264625024,0.11852017186540931,0.007384937238493724,0.04338483577202497
745011,1991,2,2,1,1,0.08564030432836775,0.23938396294849618,0.00598326359832636,0.01753982059415396
745012,1991,3,1,1,2,0.11026309059523048,0.06891356509123375,0.014686192468619248,0.09258501313141648
745013,1991,2,2,1,1,0.05974681925708075,0.19652921153953462,0.005585774058577407,0.01709642211535182
745014,1991,2,1,1,2,0.07581836199731476,0.043440656213380946,0.00835774058577406,0.06555475971213207
745015,1991,1,1,1,1,0.038880186688830635,0.07000167401372691,0.010418410041841006,0.017897950134724925
745016,1991,2,1,1,1,0.05388881785052107,0.048713799453155515,0.007552301255230126,0.04060506838568846
746001,1991,1,1,1,1,0.019891630969886838,0.012387701579152949,0.0048430962343096245,0.01637163614038678
746002,1991,1,1,1,1,0.028930375295697208,0.02915573907706043,0.011893305439330546,0.019168457314369523
747001,1991,2,2,1,1,0.05973882744070072,0.19396239049160202,0.006537656903765691,0.018955284968791567
747002,1991,2,1,1,1,0.05058020586918995,0.10814128675855142,0.007050209205020922,0.019159930420546402
747003,1991,2,2,1,1,0.0837222683971613,0.23132079683053403,0.0020502092050209207,0.018162283843241582
747004,1991,3,1,1,2,0.1016638961703216,0.16020311366553205,0.011056485355648536,0.08028923223848017
747005,1991,2,2,1,1,0.07555463205677386,0.24839573684504213,0.006841004184100419,0.01810259558647976
748001,1991,3,1,1,2,0.09606962470430279,0.06391942413927794,0.011642259414225942,0.07982877997203179
748002,1991,3,1,1,3,0.13843424333482512,0.05744657106188271,0.01718619246861925,0.1256778880589379
748003,1991,3,1,1,3,0.12344958762227479,0.05527035321689638,0.015575313807531384,0.11075582386848119
748004,1991,3,1,1,3,0.15354676810945592,0.04692818481111545,0.03281380753138076,0.14268051434223541
748005,1991,3,1,1,2,0.08931653986318011,0.06576083923888176,0.011642259414225942,0.07198403765476312
748006,1991,4,1,1,4,0.20720382328495618,0.06366832208024106,0.04244769874476988,0.1915396159487022
748007,1991,3,1,1,3,0.16421584297679173,0.0605992969142347,0.026861924686192473,0.1514802687676933
748008,1991,3,1,1,3,0.14056805830829228,0.06246861224262038,0.017887029288702932,0.12622360926361745
748009,1991,3,1,1,3,0.15269963557317306,0.05568885664862452,0.02763598326359833,0.1396108325659129
748010,1991,3,1,1,3,0.1722955693369989,0.05906478433123152,0.031046025104602516,0.1570653842218357
748011,1991,3,1,1,3,0.1519643884662106,0.05161542324647062,0.03762552301255231,0.13588457996521028
748012,1991,3,1,1,3,0.14814430023655775,0.054182244294403215,0.020397489539748955,0.1363279784440124
748013,1991,4,1,1,4,0.20534972188478998,0.06291501590313041,0.06166317991631799,0.18734438418772809
748014,1991,3,1,1,3,0.1417908062144364,0.06277551475922102,0.021600418410041844,0.12834680582557384
748015,1991,3,1,1,3,0.15972444217121667,0.059036884102449644,0.022112970711297072,0.1467734233773321
748016,1991,3,1,1,3,0.14340515312320182,0.05630266168182579,0.02071129707112971,0.1307684436713394
748017,1991,3,1,1,2,0.10893644907614604,0.10883879247809831,0.012834728033472806,0.08470616323885534
749001,1991,2,1,1,1,0.05223451185985551,0.037749009541878244,0.021014644351464436,0.038592721443432586
749002,1991,2,1,1,1,0.05749312703791318,0.05546565481836951,0.011276150627615064,0.04204611344179542
749003,1991,3,1,1,2,0.09132248577456685,0.048490597622900505,0.013148535564853557,0.07918073604147481
749004,1991,1,1,1,1,0.03630682181446199,0.05923218570392278,0.01163179916317992,0.017872369453255568
749005,1991,2,1,1,2,0.0819640687935554,0.1250209251715864,0.006035564853556485,0.05308844094273338
749006,1991,1,1,1,1,0.03856850585000959,0.09151275040455331,0.013263598326359835,0.018119649374125992
749007,1991,3,1,1,2,0.09959401572789464,0.057307069917973325,0.014665271966527197,0.08494491626590266
749008,1991,2,1,1,1,0.07224602007544274,0.0925729590982646,0.007761506276150629,0.0491916504655684
749009,1991,2,1,1,2,0.07135892845725977,0.05287093354165504,0.009414225941422596,0.05755653330604727
749010,1991,2,1,1,2,0.07265360271082412,0.05348473857485631,0.00891213389121339,0.058886728742453695
750001,1991,2,1,1,1,0.0525302090659165,0.07856704424976284,0.024843096234309626,0.024847368600566185
750002,1991,2,1,1,1,0.04811073460776165,0.10663467440433011,0.007364016736401674,0.01719021794740612
750003,1991,3,1,1,3,0.12125982993414744,0.06969477149712629,0.033221757322175735,0.10095842286571848
750004,1991,2,1,1,2,0.07579438654817468,0.017102840243289993,0.0077719665271966535,0.07392816944643404
750005,1991,3,2,1,1,0.11671248641391214,0.2189051950225992,0.05709205020920503,0.043691803949657215
750006,1991,1,1,1,1,0.04016686912601496,0.07293119803582389,0.008012552301255232,0.018887069818206627
750007,1991,3,2,1,1,0.12814078383735053,0.25394788237263544,0.06194560669456067,0.0436832770558341
750008,1991,3,2,1,2,0.1401205165910108,0.19772892137715528,0.06066945606694561,0.0731095876394147
751001,1991,3,2,1,1,0.09257720094623106,0.2160872719156297,0.002667364016736402,0.03214638971315529
751002,1991,2,1,1,1,0.06880154721565118,0.16475085095697786,0.005387029288702929,0.022459838330093112
751003,1991,2,1,1,1,0.05479988491784413,0.06107360080352659,0.011778242677824268,0.03672533169616972
751004,1991,2,2,1,1,0.07936672847004667,0.20794040511132192,0.011244769874476989,0.016934411132712577
751005,1991,2,2,1,1,0.05906751486477847,0.17125160426315494,0.006631799163179917,0.031370442375251543
751006,1991,2,1,1,1,0.057141487117192,0.13235868534121978,0.019738493723849376,0.018665370578805553
751007,1991,1,1,1,1,0.03331788248833195,0.08808102226438257,0.007008368200836821,0.016789453937719568
752001,1991,3,1,1,3,0.12163544530400869,0.07100608224987445,0.01688284518828452,0.11099457689552848
752002,1991,3,1,1,3,0.12236270059459115,0.10473745884716254,0.01335774058577406,0.09534772673010676
752003,1991,3,1,1,3,0.15393836711207723,0.05415434406562134,0.018650627615062764,0.14299600941369078
752004,1991,3,1,1,3,0.13557317307077552,0.05055521455275933,0.01743723849372385,0.12462055322487124
752005,1991,3,1,1,2,0.08891694904417877,0.0974554991350929,0.005930962343096234,0.07081585320099594
752006,1991,2,1,1,2,0.07057573045201714,0.03596339489983818,0.008148535564853558,0.0623230669531703
752007,1991,2,1,1,2,0.08418579374720286,0.0422130461469784,0.008096234309623432,0.07501108496197005
752008,1991,2,1,1,1,0.05861198133111694,0.06525863512080798,0.003765690376569038,0.041935263822094886
752009,1991,3,1,1,3,0.1222028642669906,0.044500864907092236,0.014121338912133893,0.11375729049421876
752010,1991,3,1,1,3,0.11663256825011188,0.04084593493666648,0.011788702928870295,0.10908455267915003
