SOIL_LANDSCAPE_ID,Year,Erosion_Class1,Erosion_Class2,Erosion_Class3,Erosion_Class4,Erosion_Value1N,Erosion_Value2N,Erosion_Value3N,Erosion_Value4N
462001,1981,2,0,0,2,0.0716945847452209,0.0,0.0,0.07711722773628023
463010,1981,1,0,0,1,0.020754747138929736,0.0,0.0,0.022766806507725366
463013,1981,5,0,4,5,0.34801962790102936,0.0,0.29761506276150634,0.286964084723217
466005,1981,3,0,1,3,0.17303081644396137,0.0,0.059529288702928874,0.16312800573007263
466008,1981,5,0,2,5,0.2824947254011892,0.0,0.07785564853556486,0.28321225144104506
466019,1981,2,0,1,2,0.0722300364426827,0.0,0.03281380753138076,0.07026160510249327
466022,1981,5,0,4,5,0.544937983504891,0.0,0.286223849372385,0.4900491149084211
466031,1981,1,0,1,1,0.030576689469982737,0.0,0.026046025104602515,0.02474504587468877
466051,1981,1,0,1,1,0.025509877885045714,0.0,0.004487447698744771,0.02269859135714042
466056,1981,3,0,1,3,0.1725033565628796,0.0,0.02892259414225942,0.1759098195709267
466061,1981,1,0,1,1,0.017797775078319804,0.0,0.012207112970711299,0.015382516456905079
468010,1981,5,0,4,5,0.4850233361038297,0.0,0.2867887029288703,0.42556874381800197
471012,1981,4,0,4,1,0.21735343008759028,0.0,0.28555439330543936,0.04208874791091101
471018,1981,1,0,0,1,0.025405984272105366,0.0,0.0,0.02772945871278011
471019,1981,5,0,5,2,0.40742279905376894,0.0,0.5343305439330545,0.07702343190422592
471021,1981,3,0,3,1,0.09173006840994821,0.0,0.12112970711297073,0.02708994167604625
475001,1981,1,0,0,1,0.018708842145642862,0.0,0.0,0.02058392168900713
