SOIL_LANDSCAPE_ID,ERI_TILL_1981_VAL,ERI_TILL_1981_CLASS,ERI_TILL_1981_CLASS_EN,ERI_TILL_1981_CLASS_FR,ERI_TILL_1986_VAL,ERI_TILL_1986_CLASS,ERI_TILL_1986_CLASS_EN,ERI_TILL_1986_CLASS_FR,ERI_TILL_1991_VAL,ERI_TILL_1991_CLASS,ERI_TILL_1991_CLASS_EN,ERI_TILL_1991_CLASS_FR,ERI_TILL_1996_VAL,ERI_TILL_1996_CLASS,ERI_TILL_1996_CLASS_EN,ERI_TILL_1996_CLASS_FR,ERI_TILL_2001_VAL,ERI_TILL_2001_CLASS,ERI_TILL_2001_CLASS_EN,ERI_TILL_2001_CLASS_FR,ERI_TILL_2006_VAL,ERI_TILL_2006_CLASS,ERI_TILL_2006_CLASS_EN,ERI_TILL_2006_CLASS_FR,ERI_TILL_2011_VAL,ERI_TILL_2011_CLASS,ERI_TILL_2011_CLASS_EN,ERI_TILL_2011_CLASS_FR,ERI_TILL_2016_VAL,ERI_TILL_2016_CLASS,ERI_TILL_2016_CLASS_EN,ERI_TILL_2016_CLASS_FR,ERI_TILL_2021_VAL,ERI_TILL_2021_CLASS,ERI_TILL_2021_CLASS_EN,ERI_TILL_2021_CLASS_FR,ERI_TILL_81_21_CHG_VAL,ERI_TILL_81_21_CHG_CLASS,ERI_TILL_81_21_CHG_CLASS_EN,ERI_TILL_81_21_CHG_CLASS_FR
401100,0.778,1,Very Low,Très faible,0.709,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,0.769,1,Very Low,Très faible,0.857,1,Very Low,Très faible,0.817,1,Very Low,Très faible,0.689,1,Very Low,Très faible,1.075,1,Very Low,Très faible,0.806,1,Very Low,Très faible,0.028,0,Little or no change,Peu ou pas de changement
401102,2.092,1,Very Low,Très faible,2.231,1,Very Low,Très faible,2.104,1,Very Low,Très faible,2.352,1,Very Low,Très faible,2.646,1,Very Low,Très faible,2.233,1,Very Low,Très faible,1.977,1,Very Low,Très faible,2.15,1,Very Low,Très faible,2.622,1,Very Low,Très faible,0.53,0,Little or no change,Peu ou pas de changement
401108,0.855,1,Very Low,Très faible,0.814,1,Very Low,Très faible,0.774,1,Very Low,Très faible,0.706,1,Very Low,Très faible,0.808,1,Very Low,Très faible,0.579,1,Very Low,Très faible,0.639,1,Very Low,Très faible,0.862,1,Very Low,Très faible,0.721,1,Very Low,Très faible,-0.134,0,Little or no change,Peu ou pas de changement
401110,0.665,1,Very Low,Très faible,0.635,1,Very Low,Très faible,0.845,1,Very Low,Très faible,0.798,1,Very Low,Très faible,0.887,1,Very Low,Très faible,0.836,1,Very Low,Très faible,0.586,1,Very Low,Très faible,0.661,1,Very Low,Très faible,0.621,1,Very Low,Très faible,-0.044,0,Little or no change,Peu ou pas de changement
401111,8.609,2,Low,Faible,7.962,2,Low,Faible,9.664,2,Low,Faible,6.365,2,Low,Faible,7.214,2,Low,Faible,6.037,2,Low,Faible,5.421,1,Very Low,Très faible,8.108,2,Low,Faible,7.501,2,Low,Faible,-1.108,-1,Decrease,Diminuation
401112,0.883,1,Very Low,Très faible,0.846,1,Very Low,Très faible,0.779,1,Very Low,Très faible,0.769,1,Very Low,Très faible,1.104,1,Very Low,Très faible,0.876,1,Very Low,Très faible,0.689,1,Very Low,Très faible,0.804,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,,,Not Assessed,Elément non évalué
401116,7.075,2,Low,Faible,6.737,2,Low,Faible,7.017,2,Low,Faible,6.929,2,Low,Faible,7.724,2,Low,Faible,7.307,2,Low,Faible,6.985,2,Low,Faible,8.205,2,Low,Faible,7.165,2,Low,Faible,0.0899999999999999,0,Little or no change,Peu ou pas de changement
401119,7.624,2,Low,Faible,7.673,2,Low,Faible,7.582,2,Low,Faible,7.744,2,Low,Faible,9.948,2,Low,Faible,7.782,2,Low,Faible,7.718,2,Low,Faible,6.823,2,Low,Faible,8.244,2,Low,Faible,0.62,0,Little or no change,Peu ou pas de changement
401121,0.716,1,Very Low,Très faible,0.698,1,Very Low,Très faible,0.667,1,Very Low,Très faible,0.644,1,Very Low,Très faible,0.722,1,Very Low,Très faible,0.93,1,Very Low,Très faible,0.874,1,Very Low,Très faible,1.339,1,Very Low,Très faible,0.993,1,Very Low,Très faible,0.277,0,Little or no change,Peu ou pas de changement
401125,0.741,1,Very Low,Très faible,0.863,1,Very Low,Très faible,0.872,1,Very Low,Très faible,0.777,1,Very Low,Très faible,0.883,1,Very Low,Très faible,0.888,1,Very Low,Très faible,0.661,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,0.56,1,Very Low,Très faible,-0.181,0,Little or no change,Peu ou pas de changement
401130,2.768,1,Very Low,Très faible,2.139,1,Very Low,Très faible,2.183,1,Very Low,Très faible,2.541,1,Very Low,Très faible,2.575,1,Very Low,Très faible,2.454,1,Very Low,Très faible,2.07,1,Very Low,Très faible,2.415,1,Very Low,Très faible,1.843,1,Very Low,Très faible,-0.925,0,Little or no change,Peu ou pas de changement
401137,0.847,1,Very Low,Très faible,0.879,1,Very Low,Très faible,0.788,1,Very Low,Très faible,0.662,1,Very Low,Très faible,0.692,1,Very Low,Très faible,0.726,1,Very Low,Très faible,0.569,1,Very Low,Très faible,,0,Not Assessed,Elément non évalué,0.622,1,Very Low,Très faible,-0.225,0,Little or no change,Peu ou pas de changement
401140,1.017,1,Very Low,Très faible,0.875,1,Very Low,Très faible,0.885,1,Very Low,Très faible,0.764,1,Very Low,Très faible,0.903,1,Very Low,Très faible,0.827,1,Very Low,Très faible,0.609,1,Very Low,Très faible,0.737,1,Very Low,Très faible,0.552,1,Very Low,Très faible,-0.465,0,Little or no change,Peu ou pas de changement
401141,1.017,1,Very Low,Très faible,0.874,1,Very Low,Très faible,0.885,1,Very Low,Très faible,0.764,1,Very Low,Très faible,0.857,1,Very Low,Très faible,0.817,1,Very Low,Très faible,0.689,1,Very Low,Très faible,0.804,1,Very Low,Très faible,0.614,1,Very Low,Très faible,-0.403,0,Little or no change,Peu ou pas de changement
402004,0.86,1,Very Low,Très faible,0.781,1,Very Low,Très faible,0.79,1,Very Low,Très faible,0.455,1,Very Low,Très faible,0.457,1,Very Low,Très faible,0.686,1,Very Low,Très faible,0.536,1,Very Low,Très faible,0.35,1,Very Low,Très faible,0.979,1,Very Low,Très faible,0.119,0,Little or no change,Peu ou pas de changement
407002,8.381,2,Low,Faible,7.279,2,Low,Faible,9.222,2,Low,Faible,5.22,1,Very Low,Très faible,4.119,1,Very Low,Très faible,5.762,1,Very Low,Très faible,4.939,1,Very Low,Très faible,6.684,2,Low,Faible,6.345,2,Low,Faible,-2.036,-1,Decrease,Diminuation
407003,2.358,1,Very Low,Très faible,1.903,1,Very Low,Très faible,1.236,1,Very Low,Très faible,1.391,1,Very Low,Très faible,1.092,1,Very Low,Très faible,1.117,1,Very Low,Très faible,1.334,1,Very Low,Très faible,1.577,1,Very Low,Très faible,1.387,1,Very Low,Très faible,-0.971,0,Little or no change,Peu ou pas de changement
407004,6.314,2,Low,Faible,5.695,1,Very Low,Très faible,6.325,2,Low,Faible,6.486,2,Low,Faible,3.04,1,Very Low,Très faible,3.851,1,Very Low,Très faible,2.562,1,Very Low,Très faible,3.404,1,Very Low,Très faible,3.525,1,Very Low,Très faible,-2.789,-1,Decrease,Diminuation
407005,30.294,4,High,Élevé,23.11,4,High,Élevé,23.532,4,High,Élevé,23.421,4,High,Élevé,13.916,3,Moderate,Moyen,20.191,3,Moderate,Moyen,18.6,3,Moderate,Moyen,24.855,4,High,Élevé,22.992,4,High,Élevé,-7.302,-2,Large Decrease,Grande diminuation
407007,32.274,4,High,Élevé,26.089,4,High,Élevé,21.853,3,Moderate,Moyen,22.275,4,High,Élevé,13.833,3,Moderate,Moyen,19.7,3,Moderate,Moyen,16.989,3,Moderate,Moyen,26.1,4,High,Élevé,24.966,4,High,Élevé,-7.308,-2,Large Decrease,Grande diminuation
408002,0.802,1,Very Low,Très faible,0.763,1,Very Low,Très faible,0.881,1,Very Low,Très faible,0.805,1,Very Low,Très faible,0.791,1,Very Low,Très faible,0.71,1,Very Low,Très faible,0.655,1,Very Low,Très faible,0.584,1,Very Low,Très faible,0.52,1,Very Low,Très faible,-0.282,0,Little or no change,Peu ou pas de changement
408003,27.299,4,High,Élevé,27.147,4,High,Élevé,25.362,4,High,Élevé,22.307,4,High,Élevé,28.247,4,High,Élevé,24.449,4,High,Élevé,20.604,3,Moderate,Moyen,21.769,3,Moderate,Moyen,20.331,3,Moderate,Moyen,-6.968,-2,Large Decrease,Grande diminuation
408005,1.166,1,Very Low,Très faible,1.139,1,Very Low,Très faible,1.205,1,Very Low,Très faible,1.036,1,Very Low,Très faible,1.038,1,Very Low,Très faible,0.996,1,Very Low,Très faible,1.111,1,Very Low,Très faible,1.01,1,Very Low,Très faible,0.958,1,Very Low,Très faible,-0.208,0,Little or no change,Peu ou pas de changement
408006,0.913,1,Very Low,Très faible,0.919,1,Very Low,Très faible,0.906,1,Very Low,Très faible,0.84,1,Very Low,Très faible,1.03,1,Very Low,Très faible,1.013,1,Very Low,Très faible,1.039,1,Very Low,Très faible,1.022,1,Very Low,Très faible,0.921,1,Very Low,Très faible,0.00800000000000001,0,Little or no change,Peu ou pas de changement
408007,0.885,1,Very Low,Très faible,0.844,1,Very Low,Très faible,0.82,1,Very Low,Très faible,0.704,1,Very Low,Très faible,0.848,1,Very Low,Très faible,0.691,1,Very Low,Très faible,0.741,1,Very Low,Très faible,0.62,1,Very Low,Très faible,0.591,1,Very Low,Très faible,-0.294,0,Little or no change,Peu ou pas de changement
408010,0.932,1,Very Low,Très faible,0.894,1,Very Low,Très faible,0.85,1,Very Low,Très faible,0.86,1,Very Low,Très faible,0.93,1,Very Low,Très faible,0.833,1,Very Low,Très faible,0.768,1,Very Low,Très faible,0.858,1,Very Low,Très faible,0.776,1,Very Low,Très faible,-0.156,0,Little or no change,Peu ou pas de changement
408011,2.243,1,Very Low,Très faible,2.076,1,Very Low,Très faible,2.103,1,Very Low,Très faible,2.04,1,Very Low,Très faible,2.083,1,Very Low,Très faible,1.944,1,Very Low,Très faible,1.813,1,Very Low,Très faible,1.904,1,Very Low,Très faible,1.657,1,Very Low,Très faible,-0.586,0,Little or no change,Peu ou pas de changement
408012,2.318,1,Very Low,Très faible,2.242,1,Very Low,Très faible,2.21,1,Very Low,Très faible,2.224,1,Very Low,Très faible,2.342,1,Very Low,Très faible,2.164,1,Very Low,Très faible,2.545,1,Very Low,Très faible,2.282,1,Very Low,Très faible,2.048,1,Very Low,Très faible,-0.27,0,Little or no change,Peu ou pas de changement
408014,0.946,1,Very Low,Très faible,0.914,1,Very Low,Très faible,0.906,1,Very Low,Très faible,0.914,1,Very Low,Très faible,0.989,1,Very Low,Très faible,0.987,1,Very Low,Très faible,1.081,1,Very Low,Très faible,0.993,1,Very Low,Très faible,0.888,1,Very Low,Très faible,-0.0579999999999999,0,Little or no change,Peu ou pas de changement
408016,26.33,4,High,Élevé,27.38,4,High,Élevé,25.487,4,High,Élevé,27.142,4,High,Élevé,28.04,4,High,Élevé,24.136,4,High,Élevé,28.633,4,High,Élevé,28.925,4,High,Élevé,25.401,4,High,Élevé,-0.928999999999998,0,Little or no change,Peu ou pas de changement
408017,0.997,1,Very Low,Très faible,0.833,1,Very Low,Très faible,0.838,1,Very Low,Très faible,0.85,1,Very Low,Très faible,0.955,1,Very Low,Très faible,0.753,1,Very Low,Très faible,0.739,1,Very Low,Très faible,0.662,1,Very Low,Très faible,0.656,1,Very Low,Très faible,-0.341,0,Little or no change,Peu ou pas de changement
408018,0.99,1,Very Low,Très faible,0.98,1,Very Low,Très faible,0.955,1,Very Low,Très faible,0.96,1,Very Low,Très faible,0.913,1,Very Low,Très faible,0.893,1,Very Low,Très faible,1.411,1,Very Low,Très faible,1.288,1,Very Low,Très faible,1.141,1,Very Low,Très faible,0.151,0,Little or no change,Peu ou pas de changement
408020,0.866,1,Very Low,Très faible,0.883,1,Very Low,Très faible,0.866,1,Very Low,Très faible,0.889,1,Very Low,Très faible,0.893,1,Very Low,Très faible,0.862,1,Very Low,Très faible,1.031,1,Very Low,Très faible,0.997,1,Very Low,Très faible,0.869,1,Very Low,Très faible,0.003,0,Little or no change,Peu ou pas de changement
408021,1.092,1,Very Low,Très faible,1.074,1,Very Low,Très faible,1.065,1,Very Low,Très faible,1.052,1,Very Low,Très faible,1.149,1,Very Low,Très faible,1.102,1,Very Low,Très faible,1.088,1,Very Low,Très faible,1.138,1,Very Low,Très faible,1.018,1,Very Low,Très faible,-0.0740000000000001,0,Little or no change,Peu ou pas de changement
409003,17.036,3,Moderate,Moyen,13.933,3,Moderate,Moyen,14.79,3,Moderate,Moyen,12.396,3,Moderate,Moyen,11.633,3,Moderate,Moyen,14.158,3,Moderate,Moyen,11.805,3,Moderate,Moyen,16.685,3,Moderate,Moyen,19.576,3,Moderate,Moyen,2.54,1,Increase,Augmentation
409008,16.927,3,Moderate,Moyen,14.708,3,Moderate,Moyen,17.498,3,Moderate,Moyen,13.676,3,Moderate,Moyen,11.967,3,Moderate,Moyen,12.593,3,Moderate,Moyen,11.53,3,Moderate,Moyen,13.15,3,Moderate,Moyen,20.755,3,Moderate,Moyen,3.828,1,Increase,Augmentation
409009,38.521,5,Very High,Très élevé,34.557,5,Very High,Très élevé,27.373,4,High,Élevé,30.621,4,High,Élevé,26.801,4,High,Élevé,25.365,4,High,Élevé,28.996,4,High,Élevé,36.187,5,Very High,Très élevé,40.165,5,Very High,Très élevé,1.644,1,Increase,Augmentation
410001,30.794,4,High,Élevé,32.06,4,High,Élevé,25.666,4,High,Élevé,22.806,4,High,Élevé,35.413,5,Very High,Très élevé,11.008,3,Moderate,Moyen,14.044,3,Moderate,Moyen,12.481,3,Moderate,Moyen,52.186,5,Very High,Très élevé,21.392,2,Large Increase,Grande augmentation
410002,2.95,1,Very Low,Très faible,2.573,1,Very Low,Très faible,2.345,1,Very Low,Très faible,1.989,1,Very Low,Très faible,2.365,1,Very Low,Très faible,1.079,1,Very Low,Très faible,1.145,1,Very Low,Très faible,1.066,1,Very Low,Très faible,3.409,1,Very Low,Très faible,0.459,0,Little or no change,Peu ou pas de changement
411002,5.646,1,Very Low,Très faible,11.168,3,Moderate,Moyen,8.352,2,Low,Faible,9.871,2,Low,Faible,9.751,2,Low,Faible,5.927,1,Very Low,Très faible,5.803,1,Very Low,Très faible,9.611,2,Low,Faible,10.221,2,Low,Faible,4.575,1,Increase,Augmentation
411003,3.732,1,Very Low,Très faible,3.539,1,Very Low,Très faible,3.897,1,Very Low,Très faible,3.174,1,Very Low,Très faible,3.23,1,Very Low,Très faible,2.713,1,Very Low,Très faible,2.787,1,Very Low,Très faible,3.256,1,Very Low,Très faible,2.896,1,Very Low,Très faible,-0.836,0,Little or no change,Peu ou pas de changement
411004,8.847,2,Low,Faible,6.906,2,Low,Faible,7.379,2,Low,Faible,7.312,2,Low,Faible,,0,Not Assessed,Elément non évalué,6.29,2,Low,Faible,6.15,2,Low,Faible,6.74,2,Low,Faible,3.876,1,Very Low,Très faible,-4.971,-1,Decrease,Diminuation
411005,2.554,1,Very Low,Très faible,2.426,1,Very Low,Très faible,3.485,1,Very Low,Très faible,2.365,1,Very Low,Très faible,2.155,1,Very Low,Très faible,1.911,1,Very Low,Très faible,1.832,1,Very Low,Très faible,2.036,1,Very Low,Très faible,2.081,1,Very Low,Très faible,-0.473,0,Little or no change,Peu ou pas de changement
411006,3.016,1,Very Low,Très faible,2.894,1,Very Low,Très faible,2.819,1,Very Low,Très faible,2.679,1,Very Low,Très faible,2.617,1,Very Low,Très faible,2.457,1,Very Low,Très faible,2.531,1,Very Low,Très faible,2.804,1,Very Low,Très faible,2.74,1,Very Low,Très faible,-0.276,0,Little or no change,Peu ou pas de changement
411007,2.795,1,Very Low,Très faible,2.393,1,Very Low,Très faible,2.121,1,Very Low,Très faible,2.104,1,Very Low,Très faible,2.13,1,Very Low,Très faible,1.845,1,Very Low,Très faible,1.652,1,Very Low,Très faible,1.727,1,Very Low,Très faible,2.021,1,Very Low,Très faible,-0.774,0,Little or no change,Peu ou pas de changement
411008,2.958,1,Very Low,Très faible,2.726,1,Very Low,Très faible,3.067,1,Very Low,Très faible,2.247,1,Very Low,Très faible,2.258,1,Very Low,Très faible,2.197,1,Very Low,Très faible,2.299,1,Very Low,Très faible,2.348,1,Very Low,Très faible,1.918,1,Very Low,Très faible,-1.04,-1,Decrease,Diminuation
411011,2.859,1,Very Low,Très faible,2.454,1,Very Low,Très faible,2.235,1,Very Low,Très faible,2.385,1,Very Low,Très faible,2.21,1,Very Low,Très faible,1.83,1,Very Low,Très faible,1.858,1,Very Low,Très faible,1.94,1,Very Low,Très faible,1.652,1,Very Low,Très faible,-1.207,-1,Decrease,Diminuation
411012,3.823,1,Very Low,Très faible,3.617,1,Very Low,Très faible,3.663,1,Very Low,Très faible,3.331,1,Very Low,Très faible,3.234,1,Very Low,Très faible,2.816,1,Very Low,Très faible,2.569,1,Very Low,Très faible,2.583,1,Very Low,Très faible,2.223,1,Very Low,Très faible,-1.6,-1,Decrease,Diminuation
411013,3.579,1,Very Low,Très faible,3.391,1,Very Low,Très faible,3.146,1,Very Low,Très faible,3.179,1,Very Low,Très faible,3.035,1,Very Low,Très faible,2.611,1,Very Low,Très faible,2.494,1,Very Low,Très faible,2.55,1,Very Low,Très faible,2.353,1,Very Low,Très faible,-1.226,-1,Decrease,Diminuation
412001,2.702,1,Very Low,Très faible,2.33,1,Very Low,Très faible,2.584,1,Very Low,Très faible,2.068,1,Very Low,Très faible,2.029,1,Very Low,Très faible,2.116,1,Very Low,Très faible,2.256,1,Very Low,Très faible,2.351,1,Very Low,Très faible,3.519,1,Very Low,Très faible,0.817,0,Little or no change,Peu ou pas de changement
413002,30.378,4,High,Élevé,29.623,4,High,Élevé,23.978,4,High,Élevé,24.316,4,High,Élevé,23.83,4,High,Élevé,20.732,3,Moderate,Moyen,23.384,4,High,Élevé,26.8,4,High,Élevé,26.738,4,High,Élevé,-3.64,-1,Decrease,Diminuation
413006,26.664,4,High,Élevé,24.125,4,High,Élevé,16.685,3,Moderate,Moyen,18.805,3,Moderate,Moyen,17.535,3,Moderate,Moyen,16.611,3,Moderate,Moyen,27.302,4,High,Élevé,20.626,3,Moderate,Moyen,18.939,3,Moderate,Moyen,-7.725,-2,Large Decrease,Grande diminuation
413008,34.787,5,Very High,Très élevé,30.685,4,High,Élevé,24.91,4,High,Élevé,22.368,4,High,Élevé,21.291,3,Moderate,Moyen,19.306,3,Moderate,Moyen,17.009,3,Moderate,Moyen,19.681,3,Moderate,Moyen,19.412,3,Moderate,Moyen,-15.375,-2,Large Decrease,Grande diminuation
413009,19.929,3,Moderate,Moyen,18.159,3,Moderate,Moyen,15.795,3,Moderate,Moyen,13.596,3,Moderate,Moyen,11.547,3,Moderate,Moyen,11.603,3,Moderate,Moyen,10.071,2,Low,Faible,11.627,3,Moderate,Moyen,10.947,2,Low,Faible,-8.982,-2,Large Decrease,Grande diminuation
413010,27.522,4,High,Élevé,24.341,4,High,Élevé,24.252,4,High,Élevé,21.097,3,Moderate,Moyen,20.101,3,Moderate,Moyen,17.67,3,Moderate,Moyen,17.025,3,Moderate,Moyen,14.821,3,Moderate,Moyen,13.512,3,Moderate,Moyen,-14.01,-2,Large Decrease,Grande diminuation
413011,9.755,2,Low,Faible,8.332,2,Low,Faible,7.417,2,Low,Faible,6.47,2,Low,Faible,6.479,2,Low,Faible,6.676,2,Low,Faible,5.172,1,Very Low,Très faible,5.748,1,Very Low,Très faible,5.561,1,Very Low,Très faible,-4.194,-1,Decrease,Diminuation
413012,3.744,1,Very Low,Très faible,3.336,1,Very Low,Très faible,3.074,1,Very Low,Très faible,3.014,1,Very Low,Très faible,2.747,1,Very Low,Très faible,2.631,1,Very Low,Très faible,2.573,1,Very Low,Très faible,2.608,1,Very Low,Très faible,2.599,1,Very Low,Très faible,-1.145,-1,Decrease,Diminuation
413013,16.465,3,Moderate,Moyen,13.877,3,Moderate,Moyen,13.969,3,Moderate,Moyen,12.827,3,Moderate,Moyen,12.061,3,Moderate,Moyen,10.125,2,Low,Faible,10.21,2,Low,Faible,8.326,2,Low,Faible,11.63,3,Moderate,Moyen,-4.835,-1,Decrease,Diminuation
413014,17.22,3,Moderate,Moyen,16.478,3,Moderate,Moyen,14.099,3,Moderate,Moyen,12.661,3,Moderate,Moyen,12.053,3,Moderate,Moyen,11.498,3,Moderate,Moyen,9.67,2,Low,Faible,10.948,2,Low,Faible,10.832,2,Low,Faible,-6.388,-2,Large Decrease,Grande diminuation
413015,8.775,2,Low,Faible,7.618,2,Low,Faible,7.122,2,Low,Faible,6.378,2,Low,Faible,5.626,1,Very Low,Très faible,5.177,1,Very Low,Très faible,4.676,1,Very Low,Très faible,5.359,1,Very Low,Très faible,5.186,1,Very Low,Très faible,-3.589,-1,Decrease,Diminuation
413016,16.15,3,Moderate,Moyen,15.292,3,Moderate,Moyen,14.168,3,Moderate,Moyen,13.114,3,Moderate,Moyen,11.953,3,Moderate,Moyen,11.331,3,Moderate,Moyen,10.637,2,Low,Faible,10.138,2,Low,Faible,9.968,2,Low,Faible,-6.182,-2,Large Decrease,Grande diminuation
413017,31.249,4,High,Élevé,25.812,4,High,Élevé,24.181,4,High,Élevé,22.348,4,High,Élevé,22.001,4,High,Élevé,22.033,4,High,Élevé,22.04,4,High,Élevé,16.787,3,Moderate,Moyen,16.229,3,Moderate,Moyen,-15.02,-2,Large Decrease,Grande diminuation
413018,17.736,3,Moderate,Moyen,16.719,3,Moderate,Moyen,21.349,3,Moderate,Moyen,14.763,3,Moderate,Moyen,14.995,3,Moderate,Moyen,12.995,3,Moderate,Moyen,13.377,3,Moderate,Moyen,13.571,3,Moderate,Moyen,13.709,3,Moderate,Moyen,-4.027,-1,Decrease,Diminuation
413019,2.18,1,Very Low,Très faible,2.342,1,Very Low,Très faible,2.189,1,Very Low,Très faible,1.946,1,Very Low,Très faible,1.61,1,Very Low,Très faible,1.637,1,Very Low,Très faible,1.195,1,Very Low,Très faible,1.221,1,Very Low,Très faible,1.08,1,Very Low,Très faible,-1.1,-1,Decrease,Diminuation
413020,3.161,1,Very Low,Très faible,2.72,1,Very Low,Très faible,2.76,1,Very Low,Très faible,2.264,1,Very Low,Très faible,2.12,1,Very Low,Très faible,1.917,1,Very Low,Très faible,1.963,1,Very Low,Très faible,1.939,1,Very Low,Très faible,1.955,1,Very Low,Très faible,-1.206,-1,Decrease,Diminuation
